episode,total_reward,win,epsilon,steps
30,-0.69,0,0.995,10
31,-0.62,0,0.995,13
32,-0.91,0,0.995,16
33,-0.88,0,0.995,18
34,-0.93,0,0.994,36
35,-0.79,0,0.994,15
36,-0.73,0,0.994,21
37,-0.71,0,0.994,20
38,-0.59,0,0.994,12
39,-0.57,0,0.994,10
40,-0.8,0,0.994,12
41,-0.6,0,0.993,7
42,-0.82,0,0.993,21
43,-0.58,0,0.993,10
44,-0.53,0,0.993,10
45,0.8,0,0.993,13
46,0.89,1,0.993,8
47,-0.66,0,0.993,15
48,-0.7,0,0.993,14
49,-1.06,0,0.992,38
50,-0.59,0,0.992,17
51,-0.62,0,0.992,24
52,0.88,1,0.992,17
53,-0.97,0,0.992,26
54,-0.59,0,0.992,10
55,-0.66,0,0.992,17
56,0.7,0,0.991,31
1746,-1.33,0,0.732,74
57,-0.77,0,0.991,22
58,-0.59,0,0.991,4
59,0.81,1,0.991,20
60,-0.71,0,0.991,14
61,0.75,0,0.991,24
62,-0.81,0,0.991,16
63,-0.62,0,0.99,9
64,-0.82,0,0.99,28
65,-0.66,0,0.99,12
66,-0.52,0,0.99,5
67,-0.61,0,0.99,7
68,-0.94,0,0.99,24
1747,-0.87,0,0.732,19
69,-0.64,0,0.99,13
70,0.59,0,0.99,23
71,-1.02,0,0.989,29
72,-0.72,0,0.989,15
73,-0.9,0,0.989,23
74,-0.72,0,0.989,12
75,-1.14,0,0.989,46
1748,-0.82,0,0.732,24
76,-0.8,0,0.988,20
77,-0.61,0,0.988,8
78,0.95,1,0.988,12
79,-0.62,0,0.988,9
80,0.96,1,0.988,9
81,-0.87,0,0.988,26
82,-0.79,0,0.988,27
83,-0.69,0,0.988,18
84,-0.55,0,0.988,4
85,-0.84,0,0.987,18
86,-0.49,0,0.987,4
87,0.68,0,0.987,14
88,-0.51,0,0.987,4
89,-0.77,0,0.987,16
1749,0.65,0,0.731,55
90,-0.5,0,0.987,7
91,-0.5,0,0.987,9
92,0.7,0,0.987,14
93,-0.51,0,0.987,4
94,-0.88,0,0.987,24
95,-0.82,0,0.987,14
96,-0.72,0,0.986,16
97,-0.59,0,0.986,14
1750,-0.65,0,0.731,23
98,-0.79,0,0.986,23
99,-0.51,0,0.986,4
100,-0.76,0,0.986,20
1751,-0.58,0,0.731,9
101,-1.03,0,0.986,37
102,-0.89,0,0.985,39
103,-0.75,0,0.985,8
1752,-0.64,0,0.731,11
104,-0.66,0,0.985,13
105,-0.6,0,0.985,21
106,-0.55,0,0.985,3
107,-0.79,0,0.985,16
1753,-0.55,0,0.731,12
108,-0.65,0,0.985,20
109,-0.85,0,0.985,11
110,-0.97,0,0.984,33
111,-0.65,0,0.984,9
112,-0.79,0,0.984,12
113,-0.5,0,0.984,5
114,-0.69,0,0.984,13
115,-0.73,0,0.984,24
1754,0.62,0,0.731,31
116,-0.66,0,0.984,15
117,-0.57,0,0.984,8
118,-0.49,0,0.984,3
119,-0.67,0,0.984,14
120,-0.73,0,0.983,25
121,-0.49,0,0.983,6
122,-0.73,0,0.983,22
1755,0.8,0,0.73,18
123,-0.55,0,0.983,4
124,-0.68,0,0.983,16
125,-0.67,0,0.983,5
126,-0.95,0,0.983,23
127,-0.74,0,0.983,14
1756,-0.67,0,0.73,13
128,-1.26,0,0.982,43
129,-0.9,0,0.982,36
130,-0.74,0,0.982,13
131,-0.88,0,0.982,45
132,-0.94,0,0.981,32
133,-0.54,0,0.981,4
134,-0.63,0,0.981,13
135,-0.84,0,0.981,23
136,-0.77,0,0.981,22
137,-0.85,0,0.981,19
1757,-0.9,0,0.73,49
138,-1.0,0,0.98,41
139,-0.65,0,0.98,4
140,-0.59,0,0.98,11
141,0.63,0,0.98,23
142,-0.6,0,0.98,8
143,-0.66,0,0.98,14
144,-0.83,0,0.98,16
145,-0.68,0,0.98,11
146,-0.61,0,0.979,20
147,-0.56,0,0.979,3
1758,0.74,0,0.73,35
148,-0.93,0,0.979,12
149,-0.55,0,0.979,11
150,-0.71,0,0.979,12
151,-0.71,0,0.979,22
1759,-0.67,0,0.73,15
152,-0.9,0,0.979,35
153,-0.76,0,0.979,11
154,-0.82,0,0.978,13
155,-0.68,0,0.978,13
1760,-0.55,0,0.729,11
156,-0.71,0,0.978,25
157,-0.67,0,0.978,16
158,-0.73,0,0.978,19
159,-0.81,0,0.978,17
1761,-0.86,0,0.729,18
160,-0.55,0,0.978,5
161,-0.6,0,0.978,4
162,-0.56,0,0.978,16
163,-0.56,0,0.978,10
164,-0.55,0,0.977,11
165,-0.86,0,0.977,15
166,-0.98,0,0.977,29
167,-0.6,0,0.977,9
168,0.94,1,0.977,7
169,-0.98,0,0.977,34
1762,0.46,0,0.729,30
170,-0.67,0,0.977,12
171,-0.91,0,0.976,37
172,-0.56,0,0.976,16
173,-0.76,0,0.976,21
174,-0.76,0,0.976,18
175,-0.74,0,0.976,11
176,-0.74,0,0.976,12
177,-1.05,0,0.975,38
178,-0.56,0,0.975,3
179,-0.63,0,0.975,16
180,0.75,0,0.975,22
181,-0.92,0,0.975,16
182,-0.89,0,0.975,23
183,-0.68,0,0.975,12
184,-0.76,0,0.975,13
185,-0.53,0,0.974,7
186,-0.72,0,0.974,18
1763,0.85,1,0.729,33
187,-0.68,0,0.974,23
188,0.72,0,0.974,25
189,-0.64,0,0.974,15
190,-0.69,0,0.974,12
191,-0.71,0,0.974,11
192,-1.23,0,0.973,71
193,-0.49,0,0.973,9
194,0.44,0,0.973,54
195,-0.74,0,0.973,12
196,-0.65,0,0.972,15
197,-0.71,0,0.972,13
198,-0.93,0,0.972,30
199,-0.96,0,0.972,29
200,-1.01,0,0.972,40
201,-0.62,0,0.971,16
202,-0.57,0,0.971,7
203,-0.78,0,0.971,14
204,-0.61,0,0.971,10
205,-0.92,0,0.971,26
206,-0.74,0,0.971,34
207,-0.66,0,0.971,10
208,-0.96,0,0.97,36
209,0.94,1,0.97,3
1764,-0.98,0,0.728,46
210,-0.89,0,0.97,30
211,-0.68,0,0.97,12
212,-0.61,0,0.97,7
213,-0.86,0,0.97,25
214,-0.75,0,0.97,18
215,-0.59,0,0.969,30
1765,-0.65,0,0.728,23
216,-0.81,0,0.969,27
217,-0.88,0,0.969,15
218,-0.72,0,0.969,11
219,-0.6,0,0.969,5
1766,-0.86,0,0.728,31
220,-1.32,0,0.968,70
221,-1.16,0,0.968,35
222,-1.13,0,0.968,43
223,-0.7,0,0.968,14
224,-0.67,0,0.967,12
225,-0.64,0,0.967,9
226,-0.68,0,0.967,10
227,-0.86,0,0.967,23
1767,-0.68,0,0.728,28
1768,-0.49,0,0.728,9
228,-1.22,0,0.966,84
229,-0.67,0,0.966,17
230,-0.61,0,0.966,12
231,-1.11,0,0.966,23
232,-0.95,0,0.966,34
233,-0.64,0,0.966,23
234,-0.63,0,0.965,13
1769,-0.83,0,0.728,24
235,-0.85,0,0.965,26
236,-0.78,0,0.965,25
237,-0.56,0,0.965,14
1770,-0.79,0,0.727,18
238,-0.77,0,0.965,17
239,-0.91,0,0.965,22
240,-0.62,0,0.965,12
241,-0.81,0,0.964,17
242,-0.75,0,0.964,41
1771,-0.62,0,0.727,18
243,-1.53,0,0.963,85
244,-0.72,0,0.963,12
245,-0.64,0,0.963,14
246,-0.55,0,0.963,7
247,-0.68,0,0.963,14
248,-0.81,0,0.963,24
1772,-0.59,0,0.727,24
1773,-0.56,0,0.727,5
249,-0.93,0,0.963,32
250,-0.74,0,0.963,13
251,-0.64,0,0.962,13
252,-0.69,0,0.962,12
1774,-0.69,0,0.727,11
253,-0.67,0,0.962,10
254,-0.78,0,0.962,17
255,-0.58,0,0.962,8
256,-0.7,0,0.962,12
257,-0.68,0,0.962,10
1775,-0.56,0,0.727,18
258,-0.55,0,0.962,10
259,-0.6,0,0.962,14
260,-1.1,0,0.961,42
261,-0.56,0,0.961,5
262,-0.6,0,0.961,5
263,-0.54,0,0.961,10
1776,-0.75,0,0.727,17
264,-0.81,0,0.961,24
265,-0.84,0,0.961,10
266,-0.65,0,0.961,11
267,-0.71,0,0.961,14
268,-0.78,0,0.961,24
269,-0.77,0,0.96,15
1777,-1.36,0,0.726,58
1778,-1.05,0,0.726,42
1779,-0.71,0,0.726,17
1780,-0.53,0,0.726,5
1781,-0.54,0,0.726,4
1782,-0.62,0,0.726,17
1783,0.87,1,0.725,14
1784,-0.68,0,0.725,16
1785,0.74,0,0.725,21
1786,-0.52,0,0.725,12
1787,-1.63,0,0.724,95
1788,-0.64,0,0.724,14
1789,-0.79,0,0.724,19
1790,-0.51,0,0.724,13
1791,0.7,0,0.724,29
1792,-0.64,0,0.724,13
1793,-0.57,0,0.723,11
1794,-0.78,0,0.723,28
1795,0.66,0,0.723,27
1796,-0.61,0,0.723,12
270,-0.72,0,0.96,17
271,-0.97,0,0.96,31
272,-0.94,0,0.96,46
273,-0.73,0,0.96,16
274,0.64,0,0.959,17
275,-0.75,0,0.959,11
276,-0.85,0,0.959,29
277,-0.81,0,0.959,17
278,-0.74,0,0.959,17
279,-0.56,0,0.959,23
280,-0.81,0,0.958,38
281,-0.74,0,0.958,9
282,-0.9,0,0.958,27
283,-0.97,0,0.958,19
284,0.95,1,0.958,12
285,-0.64,0,0.958,29
286,-0.79,0,0.958,11
287,-0.6,0,0.957,5
288,0.9,1,0.957,15
289,0.59,0,0.957,31
290,0.74,0,0.957,25
1797,-0.68,0,0.723,23
291,-0.7,0,0.957,9
1798,-0.72,0,0.723,16
292,-0.77,0,0.957,20
1799,-0.79,0,0.722,19
293,-0.93,0,0.956,32
1800,-0.73,0,0.722,27
294,-0.69,0,0.956,22
1801,-0.82,0,0.722,20
295,-0.79,0,0.956,26
1802,0.93,1,0.722,20
1803,-0.79,0,0.722,16
1804,0.59,0,0.722,27
296,-1.61,0,0.955,73
1805,-0.71,0,0.721,21
1806,-0.52,0,0.721,4
1807,-0.68,0,0.721,21
297,-0.69,0,0.955,36
298,-0.51,0,0.955,9
1808,-0.64,0,0.721,14
1809,-0.7,0,0.721,19
1810,-0.68,0,0.721,26
1811,-0.69,0,0.721,10
299,-1.79,0,0.954,95
1812,-0.86,0,0.721,20
300,-0.63,0,0.954,7
1813,-0.66,0,0.72,11
1814,-0.5,0,0.72,11
301,-0.78,0,0.954,13
1815,-0.54,0,0.72,4
1816,-0.58,0,0.72,14
302,-0.97,0,0.954,31
1817,0.67,0,0.72,22
1818,-0.5,0,0.72,3
303,0.69,0,0.954,38
1819,-0.73,0,0.72,26
1820,-0.68,0,0.72,8
304,-0.72,0,0.953,20
1821,-0.75,0,0.72,19
305,-0.55,0,0.953,15
306,0.78,0,0.953,19
307,0.85,1,0.953,14
1822,-0.99,0,0.719,34
1823,-0.67,0,0.719,17
308,0.85,1,0.953,18
309,-0.61,0,0.953,14
1824,-0.82,0,0.719,26
310,-0.65,0,0.953,12
1825,-0.72,0,0.719,11
311,-0.69,0,0.953,27
1826,-0.66,0,0.719,18
1827,-0.61,0,0.719,11
1828,-0.7,0,0.719,10
312,-1.01,0,0.952,32
313,-0.55,0,0.952,4
1829,-0.8,0,0.718,23
314,-0.9,0,0.952,19
1830,-0.78,0,0.718,16
315,-0.54,0,0.952,5
1831,-0.66,0,0.718,12
316,-0.55,0,0.952,13
317,-0.62,0,0.952,20
1832,-0.9,0,0.718,28
1833,-0.61,0,0.718,10
1834,-0.72,0,0.718,12
318,-0.83,0,0.951,42
319,-0.73,0,0.951,14
1835,0.55,0,0.718,39
1836,-0.68,0,0.717,12
320,-0.8,0,0.951,28
1837,-0.6,0,0.717,14
1838,-0.81,0,0.717,24
321,-1.16,0,0.951,66
1839,-0.59,0,0.717,25
1840,-0.77,0,0.717,14
322,-0.92,0,0.95,17
1841,-0.55,0,0.717,11
323,-0.75,0,0.95,23
1842,-0.65,0,0.717,15
1843,-0.71,0,0.716,13
1844,0.84,1,0.716,16
1845,-0.59,0,0.716,14
1846,-0.79,0,0.716,15
324,0.33,0,0.95,62
1847,0.8,0,0.716,14
325,-0.73,0,0.95,14
1848,-0.67,0,0.716,17
1849,-0.57,0,0.716,11
326,-1.0,0,0.949,28
1850,-0.56,0,0.716,15
327,-0.68,0,0.949,12
328,0.95,1,0.949,5
4
329,-0.71,0,0.949,14
330,-0.51,0,0.949,8
1852,-0.66,0,0.715,14
1853,-0.61,0,0.715,14
331,-0.56,0,0.949,15
1854,-1.02,0,0.715,25
1855,-0.75,0,0.715,29
1856,-0.77,0,0.715,23
1857,-0.78,0,0.715,21
332,-0.53,0,0.948,112
1858,-0.58,0,0.714,11
1859,0.87,1,0.714,15
333,-0.96,0,0.948,42
334,-0.57,0,0.948,12
1860,0.52,0,0.714,62
335,-1.02,0,0.947,46
1861,-0.71,0,0.714,25
336,-0.67,0,0.947,12
1862,-0.68,0,0.714,9
337,-0.68,0,0.947,10
338,-0.48,0,0.947,3
1863,-0.66,0,0.713,14
339,0.82,1,0.947,16
1864,-0.6,0,0.713,13
1865,-0.57,0,0.713,17
340,-0.72,0,0.947,26
341,-0.53,0,0.947,4
1866,0.92,1,0.713,14
342,-0.78,0,0.947,21
343,-0.55,0,0.947,4
344,-0.69,0,0.947,13
1867,-0.89,0,0.713,40
345,-0.64,0,0.946,16
1868,-0.72,0,0.713,16
346,-0.71,0,0.946,16
1869,-0.68,0,0.713,18
347,-0.84,0,0.946,27
1870,-0.71,0,0.712,23
348,-0.61,0,0.946,12
1871,-0.71,0,0.712,18
349,-0.64,0,0.946,17
350,0.9,1,0.946,10
1872,-0.7,0,0.712,19
351,-0.78,0,0.946,13
1873,-0.62,0,0.712,20
352,-0.69,0,0.946,17
1874,-0.69,0,0.712,17
353,-0.86,0,0.945,22
354,-0.6,0,0.945,4
355,-0.73,0,0.945,11
356,-0.74,0,0.945,10
1875,-0.93,0,0.711,43
1876,-0.59,0,0.711,18
1877,0.68,0,0.711,24
1878,-0.74,0,0.711,17
357,-1.34,0,0.945,74
1879,-0.58,0,0.711,7
1880,-0.6,0,0.711,4
358,-0.65,0,0.944,20
359,-0.5,0,0.944,3
1881,-0.67,0,0.711,19
1882,-0.56,0,0.711,8
360,-0.8,0,0.944,24
361,-0.8,0,0.944,14
1883,-0.94,0,0.71,35
362,-0.75,0,0.944,17
1884,-0.76,0,0.71,11
363,0.92,1,0.944,14
1885,-0.67,0,0.71,11
1886,-0.84,0,0.71,31
364,-1.03,0,0.943,41
365,-0.65,0,0.943,15
1887,-0.73,0,0.71,28
1888,-0.51,0,0.71,4
366,-0.76,0,0.943,18
367,-0.55,0,0.943,3
1889,0.95,1,0.71,10
1890,-0.65,0,0.71,4
368,-0.57,0,0.943,4
1891,-0.57,0,0.71,8
1892,-0.82,0,0.709,21
369,0.13,0,0.943,35
1893,-0.55,0,0.709,5
1894,-0.59,0,0.709,13
1895,-0.57,0,0.709,10
370,-0.84,0,0.943,37
1896,-0.75,0,0.709,19
1897,-0.56,0,0.709,8
371,0.54,0,0.942,34
1898,-0.68,0,0.709,17
1899,-0.5,0,0.709,4
372,-0.65,0,0.942,17
373,-0.67,0,0.942,10
374,-0.57,0,0.942,9
1900,-0.51,0,0.709,24
1901,0.87,1,0.708,14
1902,-0.55,0,0.708,3
375,0.71,0,0.942,31
376,-0.71,0,0.942,16
377,-0.87,0,0.941,26
378,-0.55,0,0.941,4
1903,-1.14,0,0.708,58
379,0.61,0,0.941,14
1904,-0.86,0,0.708,31
1905,-0.62,0,0.708,12
1906,-0.7,0,0.708,14
380,0.2,0,0.941,48
381,-0.65,0,0.941,11
1907,-0.64,0,0.707,18
382,-1.01,0,0.941,27
1908,0.69,0,0.707,21
383,-0.7,0,0.94,19
1909,-0.62,0,0.707,15
1910,0.95,1,0.707,9
384,-0.76,0,0.94,17
1911,-0.65,0,0.707,13
1912,-0.81,0,0.707,28
385,-0.96,0,0.94,42
1913,0.86,1,0.707,13
386,-0.63,0,0.94,12
387,-0.56,0,0.94,6
1914,-0.5,0,0.707,13
388,0.85,1,0.94,15
1915,-0.83,0,0.706,21
389,-0.66,0,0.94,11
390,-0.61,0,0.94,15
1916,-0.76,0,0.706,17
391,-0.58,0,0.939,13
1917,-0.87,0,0.706,23
392,-0.74,0,0.939,11
1918,-0.46,0,0.706,13
393,-0.5,0,0.939,16
1919,-0.54,0,0.706,5
1920,-0.63,0,0.706,12
394,-0.79,0,0.939,27
1921,-0.64,0,0.706,9
395,-0.76,0,0.939,17
1922,0.71,0,0.706,13
1923,-0.63,0,0.706,8
396,0.83,1,0.939,14
397,-0.68,0,0.939,13
1924,-0.74,0,0.705,14
1925,-0.63,0,0.705,17
398,-0.77,0,0.939,19
399,-0.6,0,0.938,13
1926,-0.59,0,0.705,21
1927,-0.65,0,0.705,10
400,-0.85,0,0.938,21
401,-0.69,0,0.938,14
402,-0.66,0,0.938,20
1928,-0.72,0,0.705,35
1929,-0.67,0,0.705,14
403,-0.77,0,0.938,24
1930,-0.56,0,0.705,10
1931,-0.58,0,0.705,12
404,-0.79,0,0.938,15
1932,-0.78,0,0.704,17
405,0.8,0,0.938,19
1933,-0.55,0,0.704,12
406,-0.73,0,0.937,26
1934,-0.64,0,0.704,25
407,-0.61,0,0.937,15
408,-0.78,0,0.937,13
1935,-0.91,0,0.704,43
409,-0.77,0,0.937,16
1936,0.86,1,0.704,14
410,-0.98,0,0.937,28
1937,-0.66,0,0.704,12
411,-0.84,0,0.937,17
1938,-0.89,0,0.703,23
412,-0.94,0,0.936,24
413,0.84,1,0.936,13
1939,-0.71,0,0.703,29
414,-0.67,0,0.936,13
1940,-0.67,0,0.703,13
415,-0.8,0,0.936,16
1941,-0.54,0,0.703,14
416,-0.71,0,0.936,22
417,-0.59,0,0.936,9
1942,-0.66,0,0.703,30
418,-0.54,0,0.936,20
419,-0.72,0,0.936,17
1943,0.58,0,0.702,29
1944,-0.71,0,0.702,10
420,-0.68,0,0.935,18
1945,-0.6,0,0.702,11
1946,-0.53,0,0.702,19
421,-0.99,0,0.935,34
1947,-0.5,0,0.702,7
422,-0.58,0,0.935,8
1948,0.97,1,0.702,10
1949,-0.59,0,0.702,15
423,-0.81,0,0.935,24
424,-0.62,0,0.935,15
1950,-0.82,0,0.702,20
425,-0.57,0,0.935,8
1951,-0.66,0,0.702,7
426,-0.86,0,0.935,15
1952,-0.76,0,0.701,24
427,-0.64,0,0.934,13
428,-0.7,0,0.934,15
1953,0.86,1,0.701,17
1954,-0.65,0,0.701,14
1955,-0.71,0,0.701,13
1956,-0.57,0,0.701,14
1957,-0.7,0,0.701,19
429,-1.5,0,0.934,74
430,-0.5,0,0.934,4
1958,-0.67,0,0.701,7
431,-0.61,0,0.934,12
432,-0.83,0,0.934,17
433,-0.51,0,0.933,5
1959,0.68,0,0.701,37
434,-0.71,0,0.933,15
435,-0.7,0,0.933,13
1960,-0.73,0,0.7,36
436,-0.68,0,0.933,17
1961,-0.57,0,0.7,9
437,-0.74,0,0.933,24
1962,-0.71,0,0.7,20
1963,-0.63,0,0.7,7
438,-0.82,0,0.933,22
1964,-0.76,0,0.7,12
1965,-0.62,0,0.7,7
439,-0.63,0,0.933,11
440,-0.72,0,0.933,13
441,-0.7,0,0.932,21
1966,-0.96,0,0.699,41
442,-0.6,0,0.932,16
1967,-0.6,0,0.699,16
443,-0.68,0,0.932,13
1968,-0.51,0,0.699,13
444,0.78,0,0.932,27
1969,-0.96,0,0.699,27
445,-0.57,0,0.932,9
1970,-0.6,0,0.699,13
446,-1.2,0,0.932,34
447,-0.69,0,0.932,13
1971,-0.96,0,0.699,48
448,-0.61,0,0.931,15
1972,-0.61,0,0.698,11
1973,-0.66,0,0.698,9
449,0.75,0,0.931,15
450,-0.81,0,0.931,24
451,-0.74,0,0.931,12
1974,-1.25,0,0.698,60
1975,-0.63,0,0.698,17
452,-1.19,0,0.931,49
1976,-0.51,0,0.698,10
453,-0.96,0,0.93,38
1977,-0.96,0,0.697,49
454,-0.86,0,0.93,21
1978,-0.65,0,0.697,13
455,0.81,1,0.93,13
1979,-0.55,0,0.697,12
1980,-0.65,0,0.697,9
456,-0.92,0,0.93,28
1981,-0.72,0,0.697,29
457,0.58,0,0.93,35
1982,-0.72,0,0.697,29
458,-0.78,0,0.929,23
459,-0.86,0,0.929,26
1983,-0.91,0,0.696,35
460,-0.65,0,0.929,4
461,-0.62,0,0.929,9
1984,-0.62,0,0.696,11
462,0.96,1,0.929,6
1985,-0.6,0,0.696,14
1986,0.85,1,0.696,14
463,-0.87,0,0.929,35
1987,-0.62,0,0.696,27
464,-0.78,0,0.929,19
465,-1.03,0,0.928,30
1988,-0.8,0,0.696,32
1989,-0.51,0,0.695,4
1990,-0.72,0,0.695,21
1991,0.86,1,0.695,16
466,-0.84,0,0.928,48
1992,-0.59,0,0.695,13
1993,-0.56,0,0.695,13
1994,-0.56,0,0.695,3
467,0.67,0,0.928,39
1995,-0.51,0,0.695,4
1996,-0.7,0,0.695,22
1997,-0.51,0,0.695,4
468,-0.82,0,0.927,39
1998,-0.78,0,0.695,21
1999,-0.63,0,0.694,18
2000,0.88,1,0.694,16
469,-1.31,0,0.927,59
470,-0.56,0,0.927,3
471,-0.7,0,0.927,10
472,-0.97,0,0.927,30
473,-0.54,0,0.927,3
2001,-1.76,0,0.694,91
474,-0.93,0,0.926,48
475,-0.66,0,0.926,17
2002,-0.79,0,0.693,20
2003,-0.51,0,0.693,3
2004,-0.51,0,0.693,4
2005,-0.7,0,0.693,22
2006,-0.62,0,0.693,8
476,-1.0,0,0.926,45
477,-0.62,0,0.926,15
2007,-0.62,0,0.693,20
478,-0.58,0,0.925,11
2008,0.95,1,0.693,9
479,-0.61,0,0.925,14
2009,-0.77,0,0.693,15
2010,0.95,1,0.693,4
480,-0.7,0,0.925,18
2011,-0.56,0,0.693,12
481,-0.57,0,0.925,14
2012,-0.76,0,0.693,19
482,-0.72,0,0.925,18
483,-0.61,0,0.925,7
484,0.73,0,0.925,13
2013,-0.82,0,0.692,34
2014,-0.51,0,0.692,3
485,-0.72,0,0.925,19
2015,-0.8,0,0.692,22
486,-0.96,0,0.924,24
2016,-0.58,0,0.692,12
487,-0.93,0,0.924,24
2017,-0.62,0,0.692,15
2018,-0.48,0,0.692,7
2019,-0.54,0,0.692,4
488,-0.73,0,0.924,20
2020,-0.65,0,0.692,11
2021,-0.51,0,0.692,3
2022,-0.76,0,0.692,15
489,-0.96,0,0.924,26
2023,-0.69,0,0.691,10
490,-0.53,0,0.924,11
491,-0.57,0,0.924,6
2024,-0.61,0,0.691,19
2025,-0.73,0,0.691,17
2026,-0.73,0,0.691,11
492,-0.76,0,0.923,49
2027,0.88,1,0.691,13
493,-0.54,0,0.923,15
2028,-0.64,0,0.691,16
2029,-0.53,0,0.691,11
2030,0.66,0,0.691,24
494,-1.23,0,0.923,54
495,-0.58,0,0.923,5
2031,-0.56,0,0.69,14
496,-0.6,0,0.923,5
497,-0.62,0,0.923,9
2032,0.85,1,0.69,23
2033,-0.59,0,0.69,5
2034,-0.75,0,0.69,18
498,-0.7,0,0.922,35
2035,-0.66,0,0.69,11
2036,-0.65,0,0.69,12
2037,-0.77,0,0.69,24
499,-1.18,0,0.922,51
500,-0.72,0,0.922,11
2038,0.75,0,0.689,29
2039,-0.59,0,0.689,9
501,0.68,0,0.922,29
502,-0.77,0,0.921,26
2040,-0.96,0,0.689,56
503,-0.88,0,0.921,39
2041,-0.58,0,0.689,14
2042,0.93,1,0.689,8
2043,0.95,1,0.689,10
504,-0.84,0,0.921,33
2044,-0.73,0,0.689,17
2045,-0.57,0,0.689,6
2046,0.89,1,0.688,14
