episode,total_reward,win,epsilon,steps
3251,-0.8,0,0.307,38
277,-0.77,0,0.943,28
278,-0.62,0,0.943,13
279,-0.93,0,0.943,11
3252,-0.67,0,0.307,45
280,-0.89,0,0.943,26
281,-0.55,0,0.943,9
3253,-0.64,0,0.307,31
282,-0.73,0,0.942,24
283,-0.71,0,0.942,15
284,-0.56,0,0.942,13
3254,-0.77,0,0.306,55
285,0.63,0,0.942,24
286,-1.25,0,0.942,40
287,-0.87,0,0.942,21
3255,0.52,0,0.306,61
288,-0.51,0,0.942,9
3256,-0.68,0,0.306,24
289,-0.91,0,0.941,29
290,-0.73,0,0.941,24
3257,0.89,1,0.305,34
291,-0.97,0,0.941,34
3258,0.92,1,0.305,21
3259,-0.58,0,0.305,4
292,-0.53,0,0.941,12
293,-0.57,0,0.941,5
294,-0.78,0,0.94,21
295,-0.59,0,0.94,13
3260,-0.81,0,0.305,40
296,-0.8,0,0.94,16
297,-0.83,0,0.94,19
3261,0.72,0,0.304,42
298,-1.01,0,0.94,25
3262,0.85,1,0.304,29
299,-0.79,0,0.94,19
300,-0.85,0,0.94,24
301,-0.84,0,0.939,21
3263,0.55,0,0.304,63
302,0.43,0,0.939,43
3264,-0.77,0,0.304,16
303,-0.67,0,0.939,22
304,-0.78,0,0.939,28
3265,0.81,1,0.303,47
305,-0.54,0,0.939,4
3266,0.93,1,0.303,18
306,-1.03,0,0.938,37
307,-0.67,0,0.938,12
308,-0.71,0,0.938,15
309,0.89,1,0.938,23
3267,0.56,0,0.303,62
3268,0.92,1,0.302,20
310,-1.11,0,0.938,34
311,-0.49,0,0.938,6
3269,-0.59,0,0.302,15
312,-0.51,0,0.938,3
313,-0.58,0,0.937,16
314,-0.61,0,0.937,14
3270,0.58,0,0.302,29
315,-0.61,0,0.937,9
3271,-0.55,0,0.302,16
316,-1.01,0,0.937,40
3272,-0.68,0,0.302,26
317,-0.5,0,0.937,3
318,-0.59,0,0.937,18
319,-0.78,0,0.937,27
3273,-0.92,0,0.301,46
320,-1.1,0,0.936,40
3274,-0.82,0,0.301,49
321,-0.96,0,0.936,31
322,-0.51,0,0.936,5
3275,0.96,1,0.301,13
323,-0.81,0,0.936,18
3276,-0.74,0,0.301,29
324,-0.68,0,0.936,22
3277,0.94,1,0.301,5
325,-0.67,0,0.936,9
3278,0.79,0,0.3,19
326,-0.77,0,0.935,20
3279,-0.61,0,0.3,10
327,-0.73,0,0.935,13
328,0.72,0,0.935,34
3280,0.66,0,0.3,46
329,-0.73,0,0.935,30
3281,-0.64,0,0.3,28
330,-0.79,0,0.935,20
3282,-0.62,0,0.3,21

332,-0.81,0,0.934,21
333,-0.83,0,0.934,24
3283,0.4,0,0.299,63
334,-0.95,0,0.934,34
3284,-0.63,0,0.299,27
335,-1.11,0,0.934,34
336,-0.84,0,0.933,18
337,-0.79,0,0.933,25
3285,0.76,0,0.298,59
338,-1.08,0,0.933,40
3286,-0.55,0,0.298,25
339,-0.62,0,0.933,16
3287,-0.51,0,0.298,6
3288,-0.52,0,0.298,17
340,-0.92,0,0.933,20
3289,0.81,1,0.298,32
341,0.51,0,0.932,48
342,-0.72,0,0.932,17
3290,-0.74,0,0.298,31
343,-0.85,0,0.932,20
3291,0.91,1,0.297,11
344,-0.6,0,0.932,3
345,-1.08,0,0.932,23
346,-0.73,0,0.932,11
3292,0.73,0,0.297,39
3293,-0.59,0,0.297,4
347,0.56,0,0.932,26
348,-0.69,0,0.931,25
3294,-0.67,0,0.297,39
349,-0.54,0,0.931,13
3295,-0.52,0,0.297,9
350,-0.75,0,0.931,25
3296,-0.69,0,0.296,29
3297,-0.59,0,0.296,21
351,-1.37,0,0.931,54
3298,-0.49,0,0.296,5
352,-0.77,0,0.93,19
3299,-0.83,0,0.296,42
353,0.57,0,0.93,36
354,-0.51,0,0.93,9
3300,0.83,1,0.296,18
355,-0.6,0,0.93,8
3301,-0.68,0,0.295,43
3302,0.82,1,0.295,39
356,-1.77,0,0.929,95
357,-0.88,0,0.929,23
358,-0.87,0,0.929,13
3304,0.96,1,0.295,25
359,0.51,0,0.929,27
3305,0.83,1,0.295,22
360,-0.82,0,0.929,32
361,-0.55,0,0.928,6
3306,-0.68,0,0.294,46
362,-0.83,0,0.928,33
363,-0.77,0,0.928,14
364,-0.74,0,0.928,25
3307,0.55,0,0.294,44
365,-1.11,0,0.928,41
366,-0.65,0,0.928,4
367,-0.51,0,0.927,10
3308,-0.69,0,0.294,48
368,0.72,0,0.927,22
369,-0.71,0,0.927,13
3309,-0.58,0,0.293,31
370,-0.6,0,0.927,9
371,-0.65,0,0.927,30
3310,0.72,0,0.293,39
372,-0.58,0,0.927,20
373,-0.83,0,0.927,18
3311,0.89,1,0.293,29
374,-0.77,0,0.926,25
375,-0.83,0,0.926,26
376,-0.49,0,0.926,6
3312,0.73,0,0.292,47
377,-0.7,0,0.926,14
378,-0.67,0,0.926,13
3313,0.92,1,0.292,15
3314,0.9,1,0.292,18
3315,-0.5,0,0.292,5
379,-0.71,0,0.926,31
3316,-0.59,0,0.292,19
380,-0.89,0,0.925,30
381,-1.13,0,0.925,32
3317,0.81,1,0.292,47
382,-0.74,0,0.925,24
383,-0.51,0,0.925,4
3318,-0.69,0,0.291,20
384,-0.73,0,0.925,20
3319,-0.55,0,0.291,13
385,-0.5,0,0.925,4
386,-0.7,0,0.925,16
3320,0.89,1,0.291,19
387,-0.75,0,0.924,30
3321,-0.7,0,0.291,42
3322,-0.67,0,0.291,15
388,-1.28,0,0.924,40
3323,0.87,1,0.291,20
389,-1.08,0,0.924,38
3324,-0.71,0,0.29,15
3325,-0.5,0,0.29,6
390,-0.89,0,0.924,18
3326,0.74,0,0.29,26
391,-0.68,0,0.923,43
3327,-0.57,0,0.29,20
392,-0.68,0,0.923,18
393,-0.77,0,0.923,14
394,-0.95,0,0.923,19
3328,0.54,0,0.289,66
395,-1.19,0,0.922,56
3329,-1.04,0,0.289,53
396,-1.0,0,0.922,49
3330,0.65,0,0.289,42
3331,0.85,1,0.289,15
397,-1.26,0,0.922,64
3332,-0.55,0,0.289,10
398,-0.78,0,0.921,22
399,-0.96,0,0.921,16
3334,0.92,1,0.288,22
400,-0.52,0,0.921,9
401,-0.56,0,0.921,5
3335,-0.65,0,0.288,19
3336,0.95,1,0.288,6
402,-0.81,0,0.921,28
3337,-0.66,0,0.288,21
3338,0.67,0,0.288,44
403,-0.84,0,0.921,37
3339,0.51,0,0.287,43
404,-0.73,0,0.921,15
3340,-0.61,0,0.287,16
405,-0.78,0,0.92,27
3341,-0.72,0,0.287,22
3342,-0.64,0,0.287,12
406,0.72,0,0.92,45
3343,-0.58,0,0.287,29
407,-1.12,0,0.92,58
408,-0.7,0,0.919,25
3344,0.55,0,0.286,46
409,-0.93,0,0.919,26
410,-0.65,0,0.919,21
3345,0.84,1,0.286,41
3346,-0.68,0,0.286,24
411,-1.01,0,0.919,47
412,-0.65,0,0.918,10
413,-0.7,0,0.918,12
3347,-0.61,0,0.285,50
414,-1.08,0,0.918,25
415,-0.68,0,0.918,14
416,-0.5,0,0.918,4
3348,0.85,1,0.285,28
417,-0.81,0,0.918,36
3349,-0.64,0,0.285,33
418,-0.87,0,0.918,27
3350,-0.61,0,0.285,25
419,-0.61,0,0.917,18
3351,-0.77,0,0.284,30
420,-0.64,0,0.917,34
3352,0.86,1,0.284,22
421,-1.02,0,0.917,46
422,-0.59,0,0.917,10
3353,-0.71,0,0.284,43
423,0.49,0,0.916,40
3354,-0.58,0,0.284,36
3355,0.93,1,0.283,20
424,-1.35,0,0.916,69
425,-0.66,0,0.916,21
3356,-0.91,0,0.283,65
3357,-0.57,0,0.283,18
3358,-0.77,0,0.282,28
3359,-0.61,0,0.282,13
426,-1.75,0,0.915,87
427,-0.73,0,0.915,20
3360,-1.07,0,0.282,52
428,-1.34,0,0.914,63
3361,-0.66,0,0.282,39
3362,-0.67,0,0.282,21
3363,-0.49,0,0.281,4
3364,0.95,1,0.281,4
429,0.09,0,0.914,58
430,-0.61,0,0.914,22
3365,0.93,1,0.281,34
431,-1.0,0,0.913,28
3366,-0.55,0,0.281,24
432,-0.87,0,0.913,22
3367,-0.65,0,0.281,28
433,-0.77,0,0.913,21
3368,-0.62,0,0.281,19
434,-0.76,0,0.913,19
435,-0.78,0,0.913,21
3369,0.81,1,0.28,45
3370,-0.58,0,0.28,10
3371,0.95,1,0.28,4
436,0.62,0,0.912,44
437,-0.56,0,0.912,3
3372,0.94,1,0.28,14
438,-0.64,0,0.912,20
439,-0.6,0,0.912,13
3373,0.77,0,0.28,44
440,-0.91,0,0.912,36
3374,0.85,1,0.28,20
441,-0.66,0,0.912,22
3375,-0.85,0,0.279,24
442,-0.91,0,0.911,34
443,0.62,0,0.911,25
444,0.78,0,0.911,13
3376,0.78,0,0.279,57
445,-0.95,0,0.911,22
446,-0.76,0,0.911,11
3377,0.61,0,0.279,44
447,-1.09,0,0.911,41
448,-0.94,0,0.91,26
3378,-0.76,0,0.278,34
449,-0.66,0,0.91,8
3379,-0.59,0,0.278,24
450,-0.91,0,0.91,32
451,-0.94,0,0.91,32
452,-0.71,0,0.91,23
3380,0.35,0,0.278,55
453,0.76,0,0.909,13
3381,-0.73,0,0.277,39
454,-0.94,0,0.909,36
455,-0.79,0,0.909,19
3382,0.86,1,0.277,24
3383,0.87,1,0.277,28
456,-0.97,0,0.909,37
3384,0.92,1,0.277,5
457,-0.67,0,0.909,14
458,-0.72,0,0.909,9
3385,0.91,1,0.277,17
459,-0.68,0,0.908,19
3386,0.87,1,0.277,28
460,-0.52,0,0.908,13
3387,-0.58,0,0.276,19
461,-0.69,0,0.908,24
3388,0.68,0,0.276,43
462,-0.98,0,0.908,54
463,-0.85,0,0.907,30
3389,0.9,1,0.276,38
464,0.75,0,0.907,24
3390,-0.5,0,0.276,20
3391,-0.67,0,0.275,23
465,0.54,0,0.907,36
466,-0.62,0,0.907,27
467,-0.67,0,0.907,11
468,-1.03,0,0.907,18
469,-0.62,0,0.906,11
470,-0.74,0,0.906,31
3392,-1.44,0,0.275,93
471,-0.51,0,0.906,12
472,-0.56,0,0.906,10
3393,-0.7,0,0.274,38
473,-0.73,0,0.906,24
3394,0.9,1,0.274,18
3395,-0.59,0,0.274,15
474,-0.82,0,0.906,30
475,-0.6,0,0.906,11
3396,-0.77,0,0.274,30
476,-1.0,0,0.905,30
477,-0.86,0,0.905,28
3397,0.87,1,0.274,41
478,-0.67,0,0.905,16
479,-0.98,0,0.905,17
480,-0.8,0,0.905,24
481,-0.66,0,0.904,15
3398,-0.93,0,0.273,65
482,-0.87,0,0.904,32

483,-0.64,0,0.904,11
484,-0.62,0,0.904,10
3400,-0.69,0,0.273,41
485,-1.1,0,0.904,29
486,0.73,0,0.904,13
487,-0.71,0,0.903,34
3401,0.65,0,0.272,48
488,-0.72,0,0.903,14
3402,-0.69,0,0.272,32
489,-0.87,0,0.903,38
490,-0.95,0,0.903,31
3403,0.84,1,0.272,42
3404,0.98,1,0.271,11
3405,0.89,1,0.271,15
491,-0.97,0,0.903,39
3406,-0.55,0,0.271,15
492,-0.79,0,0.902,14
3407,-0.61,0,0.271,21
493,-0.98,0,0.902,44
494,-0.77,0,0.902,35
3408,0.71,0,0.271,53
495,-1.1,0,0.901,46
496,-0.55,0,0.901,3
3409,-0.77,0,0.27,44
497,-0.69,0,0.901,7
498,-0.73,0,0.901,24
3410,-0.61,0,0.27,22
500,-0.57,0,0.901,22
3411,-0.75,0,0.27,53
501,-0.83,0,0.901,42
502,0.66,0,0.9,18
3412,-0.72,0,0.269,46
503,-0.9,0,0.9,28
3413,0.85,1,0.269,29
3414,-0.55,0,0.269,26
504,-1.27,0,0.9,58
505,-0.92,0,0.9,23
506,-0.56,0,0.9,8
3415,-0.75,0,0.269,47
507,-0.73,0,0.899,20
508,-0.56,0,0.899,15
509,0.76,0,0.899,14
3416,0.9,1,0.268,40
3417,-0.54,0,0.268,13
510,-0.69,0,0.899,21
511,-0.65,0,0.899,17
512,-0.6,0,0.899,11
3418,-0.74,0,0.268,31
513,-0.78,0,0.899,23
3419,0.84,1,0.268,24
514,-0.88,0,0.898,28
3420,-0.57,0,0.267,26
515,-0.76,0,0.898,30
516,-0.67,0,0.898,26
3421,0.92,1,0.267,36
517,-0.72,0,0.898,13
518,-0.7,0,0.898,23
3422,-0.76,0,0.267,30
519,-0.69,0,0.897,20
3423,0.87,1,0.267,35
520,-0.83,0,0.897,24
521,-0.68,0,0.897,12
3424,0.73,0,0.266,38
522,-0.9,0,0.897,35
523,-0.62,0,0.897,17
3425,0.87,1,0.266,31
524,0.91,1,0.897,16
525,-0.96,0,0.896,29
3426,0.89,1,0.266,34
3427,0.95,1,0.266,3
526,-0.6,0,0.896,16
3428,-0.56,0,0.266,23
527,-0.92,0,0.896,31
528,-0.64,0,0.896,20
529,-0.62,0,0.896,10
3429,-0.86,0,0.265,45
530,-0.58,0,0.896,15
3430,-0.79,0,0.265,33
3431,-0.48,0,0.265,17
3432,-0.53,0,0.265,31
531,-0.27,0,0.895,114
3433,0.79,0,0.264,34
532,-1.0,0,0.894,37
533,-0.74,0,0.894,25
3434,0.71,0,0.264,41
534,-0.54,0,0.894,5
3435,0.92,1,0.264,18
535,-1.23,0,0.894,43
536,-0.55,0,0.894,4
3436,-0.76,0,0.263,55
3437,0.98,1,0.263,12
537,-0.95,0,0.894,49
3438,-0.72,0,0.263,14
538,-0.9,0,0.893,24
539,-0.59,0,0.893,8
3439,-0.69,0,0.263,37
540,-0.76,0,0.893,23
3440,-0.53,0,0.263,12
541,-0.95,0,0.893,37
542,-0.84,0,0.893,16
3441,0.85,1,0.263,36
543,-0.83,0,0.892,17
3442,0.69,0,0.262,44
544,0.11,0,0.892,75
3443,-1.01,0,0.262,50
545,-0.68,0,0.892,18
546,-0.83,0,0.892,13
547,-0.66,0,0.892,8
3444,0.85,1,0.262,23
548,-0.77,0,0.891,28
3445,0.8,0,0.261,30
549,-0.64,0,0.891,11
550,0.95,1,0.891,3
3446,0.97,1,0.261,14
3447,0.79,0,0.261,26
551,-1.76,0,0.891,82
3448,-0.71,0,0.261,36
552,-0.61,0,0.891,7
3449,0.82,1,0.261,16
553,-1.08,0,0.89,58
3450,0.73,0,0.26,39
554,-1.22,0,0.89,35
3451,-0.84,0,0.26,35
555,-1.09,0,0.889,49
3452,0.68,0,0.26,60
556,-0.9,0,0.889,29
557,-1.07,0,0.889,26
558,-0.84,0,0.889,25
559,-0.58,0,0.889,12
560,-0.64,0,0.889,8
3453,0.3,0,0.259,76
561,-0.82,0,0.888,29
