episode,total_reward,win,epsilon,steps
2103,-1050.65,0,0.446,20
433,-1054.21,0,0.882,31
434,-1050.66,0,0.882,6
435,-1050.73,0,0.882,8
436,-1050.48,0,0.882,3
437,-1051.46,0,0.882,16
2104,-1054.51,0,0.446,46
438,-1051.42,0,0.882,12
439,1049.26,1,0.882,4
440,-1052.96,0,0.882,26
441,-1051.61,0,0.881,16
442,-1052.94,0,0.881,19
443,-1052.42,0,0.881,22
2105,-1061.87,0,0.445,112
444,-1053.32,0,0.881,32
445,-1050.8,0,0.881,10
2106,-1052.19,0,0.444,29
446,-1052.64,0,0.88,24
447,-1052.48,0,0.88,23
448,-1051.78,0,0.88,18
2107,-1056.41,0,0.444,56
449,-1052.17,0,0.88,22
2108,-1052.77,0,0.444,22
450,-1051.84,0,0.879,19
2109,-1051.45,0,0.443,15
451,-1052.03,0,0.879,23
2110,-1052.96,0,0.443,21
2111,-1052.28,0,0.443,23
452,-1054.3,0,0.879,45
2112,-1051.37,0,0.443,17
453,-1051.17,0,0.879,12
454,-1052.58,0,0.878,23
2113,1046.21,1,0.442,34
455,1047.87,1,0.878,18
2114,-1055.47,0,0.442,52
2115,-1050.65,0,0.442,10
2116,-1053.36,0,0.442,16
456,-1058.8,0,0.877,80
2117,1049.55,1,0.441,15
457,-1053.26,0,0.877,26
458,-1050.95,0,0.877,10
2118,-1051.37,0,0.441,22
459,-1052.01,0,0.877,26
460,-1050.44,0,0.877,4
2119,-1053.4,0,0.441,35
461,-1051.84,0,0.876,19
462,-1052.25,0,0.876,15
463,-1052.65,0,0.876,20
2120,-1056.13,0,0.44,53
464,-1052.21,0,0.876,21
465,-1051.71,0,0.876,21
2121,-1053.23,0,0.44,38
466,-1053.86,0,0.875,31
2122,-1051.23,0,0.44,18
467,-1052.69,0,0.875,24
2123,-1053.72,0,0.439,37
468,1046.21,1,0.875,39
469,-1050.91,0,0.875,11
470,-1051.61,0,0.874,16
2124,-1054.18,0,0.439,43
2125,-1050.63,0,0.439,8
471,-1051.82,0,0.874,17
2126,-1050.86,0,0.439,16
2127,-1050.65,0,0.438,10
472,-1054.68,0,0.874,28
473,-1053.46,0,0.874,36
2128,-1054.56,0,0.438,51
474,1047.87,1,0.873,23
475,-1051.54,0,0.873,14
476,-1053.5,0,0.873,35
2129,-1057.98,0,0.437,63
477,-1051.59,0,0.873,19
478,-1050.63,0,0.873,3
479,-1051.47,0,0.872,17
2130,-1052.9,0,0.437,35
480,-1051.29,0,0.872,14
481,-1051.15,0,0.872,10
2131,-1050.9,0,0.437,15
482,-1050.71,0,0.872,6
483,-1051.01,0,0.872,11
484,-1051.02,0,0.872,12
485,-1050.13,0,0.872,3
486,-1051.64,0,0.871,24
487,-1053.63,0,0.871,18
2132,-1059.62,0,0.436,82
488,1049.28,1,0.871,12
489,-1051.22,0,0.871,17
2133,-1056.56,0,0.435,46
490,-1054.34,0,0.871,29
491,-1051.21,0,0.871,11
2134,-1053.18,0,0.435,28
492,-1051.5,0,0.87,15
493,-1053.38,0,0.87,33
2135,-1055.48,0,0.435,48
494,-1052.79,0,0.87,29
495,-1050.56,0,0.87,6
2136,1048.56,1,0.434,19
2137,-1053.52,0,0.434,32
496,-1056.43,0,0.869,58
497,-1053.45,0,0.869,35
2138,-1055.57,0,0.433,62
498,-1050.46,0,0.869,6
499,-1052.1,0,0.868,20
2139,-1051.88,0,0.433,23
2140,-1050.86,0,0.433,6
2141,-1051.22,0,0.433,12
2142,-1054.23,0,0.433,23
500,-1057.69,0,0.868,44
501,1047.97,1,0.868,23
502,-1050.65,0,0.868,5
2143,-1053.77,0,0.432,32
2144,-1050.49,0,0.432,4
503,-1055.04,0,0.867,24
2145,-1051.21,0,0.432,16
504,-1052.16,0,0.867,21
505,-1051.8,0,0.867,20
2146,1046.63,1,0.432,37
506,-1050.58,0,0.867,8
2147,-1050.28,0,0.432,8
507,-1051.22,0,0.867,12
508,-1050.66,0,0.867,6
2148,-1051.73,0,0.431,23
509,-1052.84,0,0.866,24
510,-1051.86,0,0.866,16
2149,-1052.25,0,0.431,30
511,-1050.5,0,0.866,10
2150,-1050.32,0,0.431,12
512,-1051.15,0,0.866,15
513,-1051.59,0,0.866,14
514,-1050.75,0,0.866,10
515,-1052.58,0,0.866,23
516,-1053.99,0,0.865,44
2151,-1058.52,0,0.43,97
517,-1050.97,0,0.865,12
518,-1052.13,0,0.865,18
2152,1039.11,1,0.43,29
519,-1050.85,0,0.865,10
2153,-1051.92,0,0.429,22
520,1045.29,1,0.864,41
2154,-1059.74,0,0.429,54
521,-1053.97,0,0.864,42
522,-1051.12,0,0.864,12
2155,-1054.41,0,0.429,26
2156,-1050.49,0,0.428,9
523,-1056.91,0,0.863,61
2157,-1055.15,0,0.428,60
524,-1052.88,0,0.863,33
2158,-1053.06,0,0.428,16
2159,-1051.06,0,0.428,11
525,-1056.84,0,0.862,59
2160,1047.36,1,0.427,29
526,-1055.07,0,0.862,37
527,-1050.51,0,0.862,11
2161,-1053.78,0,0.427,48
528,-1052.37,0,0.861,27
2162,-1051.99,0,0.427,19
529,-1051.9,0,0.861,15
530,-1050.52,0,0.861,7
531,-1051.38,0,0.861,13
532,-1051.52,0,0.861,17
533,-1050.24,0,0.861,4
2163,-1056.83,0,0.426,58
534,-1051.55,0,0.86,15
2164,-1051.72,0,0.426,12
535,-1051.99,0,0.86,19
536,-1050.95,0,0.86,15
2165,-1052.58,0,0.425,43
537,-1052.25,0,0.86,25
2166,-1051.32,0,0.425,17
2167,-1050.64,0,0.425,4
538,-1052.57,0,0.86,22
2168,-1050.89,0,0.425,9
539,-1051.35,0,0.859,15
540,-1051.4,0,0.859,15
2169,-1052.86,0,0.425,36
541,-1053.48,0,0.859,33
542,-1052.1,0,0.859,25
543,-1053.96,0,0.858,31
2170,-7.94,0,0.424,69
544,-1053.68,0,0.858,38
2171,-1055.79,0,0.423,54
545,-1054.46,0,0.858,36
546,-1051.94,0,0.857,19
547,-1051.51,0,0.857,21
2172,-1053.29,0,0.423,39
548,-1051.37,0,0.857,17
549,1047.04,1,0.857,26
2173,1046.98,1,0.423,37
550,-1052.11,0,0.857,16
551,-1053.55,0,0.856,35
2174,1041.47,1,0.422,53
552,-1051.3,0,0.856,15
553,-1051.81,0,0.856,16
2175,-1056.32,0,0.421,52
554,1045.9,1,0.855,45
555,-1050.99,0,0.855,9
2176,-1051.3,0,0.421,20
556,-1054.2,0,0.855,40
2177,-1054.57,0,0.421,42
557,-1053.77,0,0.854,37
558,-1053.28,0,0.854,38
559,-1051.92,0,0.854,22
2178,-1057.11,0,0.42,91
560,-1051.66,0,0.854,11
561,-1052.87,0,0.853,27
562,-1052.33,0,0.853,18
563,-1051.81,0,0.853,16
564,-1050.89,0,0.853,9
565,-1052.52,0,0.853,27
566,-1052.76,0,0.852,21
567,-1052.01,0,0.852,21
568,-1050.23,0,0.852,3
569,-1051.24,0,0.852,19
570,-1063.9,0,0.851,75
571,-1053.61,0,0.851,31
572,-1052.83,0,0.851,28
573,-1051.35,0,0.85,15
574,-1053.13,0,0.85,28
575,-1054.78,0,0.85,38
576,-1050.87,0,0.85,12
577,-1053.28,0,0.849,33
578,-1051.47,0,0.849,17
579,-1050.29,0,0.849,4
580,-1053.1,0,0.849,30
581,-1052.07,0,0.849,17
582,-1053.14,0,0.848,29
583,-1051.69,0,0.848,19
584,-1050.63,0,0.848,8
585,-1054.99,0,0.848,39
586,-1051.21,0,0.847,11
587,-1054.36,0,0.847,26
588,-1051.93,0,0.847,23
589,-1052.33,0,0.847,23
590,-1051.87,0,0.847,17
591,-1051.62,0,0.846,17
592,-1062.86,0,0.845,96
593,-1051.61,0,0.845,21
594,-1051.65,0,0.845,15
595,-1051.54,0,0.845,14
596,-1050.84,0,0.845,4
597,-1054.08,0,0.844,33
598,-1051.76,0,0.844,16
599,-1051.49,0,0.844,14
600,-3.9,0,0.844,35
601,1043.49,1,0.843,61
602,-1058.62,0,0.842,67
603,-1051.32,0,0.842,17
604,-1053.3,0,0.842,30
605,-1049.93,0,0.842,3
2179,-1069.76,0,0.418,166
2180,-1057.3,0,0.418,40
2181,1046.78,1,0.417,32
2182,1049.12,1,0.417,23
2183,-1056.85,0,0.417,55
2184,-1051.51,0,0.416,21
2185,-1056.61,0,0.416,41
2186,-1051.45,0,0.416,15
2187,-1056.51,0,0.415,66
2188,1044.06,1,0.414,59
2189,-1056.24,0,0.414,64
2190,-1051.15,0,0.414,15
2191,1035.98,1,0.413,92
2192,-1051.42,0,0.412,17
2193,1047.68,1,0.412,27
2194,-1050.76,0,0.412,6
2195,-1052.08,0,0.412,28
2196,1048.85,1,0.412,15
2197,1047.72,1,0.411,38
2198,-1050.72,0,0.411,12
2199,-1051.52,0,0.411,12
606,1047.1,1,0.842,25
607,-1051.27,0,0.841,12
608,-1052.43,0,0.841,28
609,-1051.5,0,0.841,15
2200,-1058.44,0,0.41,89
610,-1053.23,0,0.841,28
2201,-1052.69,0,0.41,29
611,-1052.48,0,0.84,28
612,-0.49,0,0.84,4
2202,-1052.53,0,0.409,28
613,-1054.06,0,0.84,36
2203,-1053.6,0,0.409,25
614,-1050.72,0,0.84,7
2204,-0.95,0,0.409,15
2205,1045.32,1,0.409,43
615,-1061.37,0,0.839,77
2206,1046.4,1,0.408,40
616,-1055.29,0,0.839,39
617,-1050.33,0,0.839,8
2207,1047.76,1,0.408,24
618,-1052.79,0,0.838,29
619,-1051.59,0,0.838,19
2208,-1054.8,0,0.407,40
620,-1052.12,0,0.838,22
621,-1051.31,0,0.838,16
2209,1047.41,1,0.407,34
622,-1053.74,0,0.837,39
2210,-1052.06,0,0.407,26
623,-1053.88,0,0.837,38
2211,-1052.3,0,0.406,35
624,-1050.75,0,0.837,5
2212,-1050.8,0,0.406,5
625,-1052.29,0,0.837,19
2213,-1053.94,0,0.406,39
626,-1054.56,0,0.836,36
2214,-1051.91,0,0.406,21
627,-1052.02,0,0.836,17
2215,-1050.6,0,0.406,10
2216,-1050.92,0,0.406,12
628,-1053.19,0,0.836,34
629,-1050.65,0,0.836,5

630,-1054.28,0,0.835,28
2218,-1052.76,0,0.405,26
631,-1051.44,0,0.835,14
2219,-1052.41,0,0.405,21
632,-1051.98,0,0.835,23
633,-1050.48,0,0.835,3
634,1049.56,1,0.835,4
2220,1046.69,1,0.404,26
635,-1052.13,0,0.835,23
2221,-2.67,0,0.404,32
636,-1056.08,0,0.834,48
637,-1051.58,0,0.834,18
638,-1055.31,0,0.833,46
639,-1051.77,0,0.833,17
2222,-1060.79,0,0.403,114
640,1045.97,1,0.833,38
641,-1050.48,0,0.833,3
642,-2.32,0,0.833,27
2223,-1056.82,0,0.402,57
643,-1052.34,0,0.832,19
644,-1050.65,0,0.832,5
645,-1050.38,0,0.832,8
2224,-1053.76,0,0.402,36
646,-1053.08,0,0.832,28
647,-1053.02,0,0.832,27
2225,-1053.23,0,0.402,38
2226,-1053.72,0,0.401,17
648,-1053.37,0,0.831,37
649,-1051.99,0,0.831,19
650,-1052.6,0,0.831,25
2227,-1057.13,0,0.401,73
651,-1052.28,0,0.831,23
2228,-1051.33,0,0.4,18
652,-1053.31,0,0.83,31
653,-1051.24,0,0.83,9
654,-1052.06,0,0.83,26
2229,-1055.07,0,0.4,47
2230,-1053.52,0,0.4,37
655,-1054.43,0,0.829,48
2231,-1050.2,0,0.399,10
656,-1050.65,0,0.829,5
657,-1050.45,0,0.829,5
658,-1052.84,0,0.829,29
659,-1052.41,0,0.829,31
2232,-1059.25,0,0.399,60
2233,-1052.05,0,0.399,20
660,-1052.91,0,0.828,26
661,-1051.12,0,0.828,12
2234,-1051.07,0,0.398,17
662,-1062.6,0,0.828,60
663,-1051.86,0,0.827,16
664,-1050.34,0,0.827,4
665,-1051.04,0,0.827,9
2235,-1062.56,0,0.397,91
666,-1054.09,0,0.827,39
2236,-1051.65,0,0.397,25
667,-1052.68,0,0.827,23
668,-1052.4,0,0.826,25
2237,-1053.21,0,0.397,31
669,-1050.94,0,0.826,9
2238,-1050.39,0,0.397,9
2239,-1055.88,0,0.396,28
671,-1051.95,0,0.826,20
2240,-1051.86,0,0.396,26
672,-1051.48,0,0.825,18
673,-1051.17,0,0.825,12
2241,1047.38,1,0.396,32
674,-1052.2,0,0.825,20
675,-1051.83,0,0.825,18
2242,-1053.48,0,0.396,33
676,-1051.35,0,0.825,15
677,-1052.6,0,0.825,25
2243,-1052.5,0,0.395,35
678,-1052.35,0,0.824,25
679,-1052.29,0,0.824,24
680,-1050.72,0,0.824,7
681,-1050.58,0,0.824,8
2244,-1056.38,0,0.395,58
682,-1052.23,0,0.824,28
683,-1051.57,0,0.823,17
2245,-4.06,0,0.394,41
2246,-1050.56,0,0.394,6
684,-1050.5,0,0.823,5
2247,-1050.5,0,0.394,5
685,-1051.0,0,0.823,10
686,-1050.8,0,0.823,5
687,-1051.89,0,0.823,24
688,-1053.02,0,0.823,27
689,-1052.72,0,0.822,22
2248,-1058.62,0,0.393,92
690,-1051.85,0,0.822,20
691,1048.34,1,0.822,16
2249,-1052.97,0,0.393,32
2250,-1051.06,0,0.393,16
692,-1052.2,0,0.822,25
693,1046.56,1,0.821,34
694,1048.81,1,0.821,14
2251,-1057.03,0,0.392,68
695,-1052.14,0,0.821,24
2252,-2.42,0,0.392,27
2253,-1050.68,0,0.391,13
696,-1053.02,0,0.821,32
2254,-1052.97,0,0.391,27
697,-1056.17,0,0.82,42
2255,-1054.89,0,0.391,29
698,-1052.22,0,0.82,22
699,-1051.81,0,0.82,16
700,-1052.23,0,0.82,18
701,-1050.64,0,0.82,9
702,-1051.56,0,0.819,21
2256,-1058.88,0,0.39,68
2257,-1053.76,0,0.39,31
703,1042.67,1,0.819,63
2258,-1053.84,0,0.39,24
2259,-1050.71,0,0.389,11
704,-1053.88,0,0.818,28
705,-1052.6,0,0.818,20
706,-1051.78,0,0.818,23
707,-1051.9,0,0.818,30
2260,-1063.21,0,0.388,96
708,-1052.87,0,0.817,27
2261,-1051.23,0,0.388,18
2262,-1050.65,0,0.388,5
709,-2.56,0,0.817,26
2263,-1053.47,0,0.388,32
710,-1052.31,0,0.817,21
711,-1050.19,0,0.817,4
712,1048.11,1,0.817,24
2264,-3.25,0,0.387,40
2265,-1050.8,0,0.387,10
713,-1053.66,0,0.816,31
714,-1052.36,0,0.816,21
2266,1046.64,1,0.387,46
715,-1053.14,0,0.816,34
2267,-1055.74,0,0.386,34
716,-1053.15,0,0.815,30
2268,1048.31,1,0.386,19
717,-1052.5,0,0.815,25
718,-1053.59,0,0.815,24
719,-1051.76,0,0.815,21
2269,-1057.34,0,0.385,74
720,-1053.53,0,0.814,38
721,-1051.51,0,0.814,21
2270,1044.69,1,0.385,41
722,1049.05,1,0.814,15
2271,-1051.14,0,0.385,19
723,-1052.21,0,0.814,16
2272,-1050.69,0,0.385,4
724,1048.68,1,0.813,17
725,-1052.13,0,0.813,23
726,-1053.21,0,0.813,26

727,-1053.19,0,0.813,34
2274,-1052.25,0,0.384,30
2275,-1056.15,0,0.383,55
728,-1057.77,0,0.812,67
729,-1051.46,0,0.812,16
2276,-1055.25,0,0.382,65
2277,-1051.19,0,0.382,14
730,-1065.02,0,0.811,82
731,-1052.14,0,0.811,19
732,-1051.51,0,0.81,11
733,-1050.63,0,0.81,8
734,-1053.42,0,0.81,32
2278,1040.69,1,0.381,86
735,-1050.65,0,0.81,10
2279,-1051.48,0,0.381,18
736,-1050.82,0,0.81,12
2280,-1050.8,0,0.381,15
737,-1051.75,0,0.81,20
738,-1051.78,0,0.809,18
2281,-1051.54,0,0.381,19
739,-1051.16,0,0.809,6
2282,-1052.9,0,0.381,35
740,-1053.53,0,0.809,28
741,-1054.21,0,0.809,41
2283,-1054.72,0,0.38,47
742,-1051.34,0,0.808,14
2284,-1053.26,0,0.38,36
743,-1054.78,0,0.808,43
2285,-1051.19,0,0.38,14
2286,-1052.68,0,0.379,18
744,-1055.26,0,0.807,51
2287,-1052.7,0,0.379,30
2288,-1052.55,0,0.379,30
745,-1054.46,0,0.807,36
2289,-1050.77,0,0.379,12
746,-1053.7,0,0.807,30
2290,1045.53,1,0.378,37
747,-1051.32,0,0.807,17
2291,-1050.81,0,0.378,11
748,-1050.7,0,0.806,10
749,-1053.13,0,0.806,33
2292,-1055.41,0,0.377,56
750,-1052.63,0,0.806,28
751,-1051.8,0,0.806,15
2293,-1051.94,0,0.377,19
752,-1052.19,0,0.805,24
753,-1050.95,0,0.805,10
2294,-1055.4,0,0.377,35
754,-1051.11,0,0.805,11
2295,-1050.65,0,0.377,15
755,-1051.46,0,0.805,16
2296,-1051.71,0,0.377,16
756,-1051.0,0,0.805,10
757,-1051.85,0,0.805,20
758,-1050.42,0,0.805,12
2297,-1054.97,0,0.376,37
2298,-1051.19,0,0.376,9
759,-1050.74,0,0.804,14
760,-1051.28,0,0.804,13
761,-1051.02,0,0.804,12
2299,-1054.34,0,0.376,44
762,-1052.99,0,0.804,29
2300,-1052.01,0,0.375,21
763,1047.46,1,0.804,24
764,-1052.38,0,0.803,18
2301,-1053.59,0,0.375,39
765,-1051.43,0,0.803,18
766,-1050.46,0,0.803,6
2302,-1053.31,0,0.375,41
767,-1053.48,0,0.803,38
2303,-1051.36,0,0.374,26
768,-1052.83,0,0.802,28
2304,-1053.82,0,0.374,27
769,-1053.28,0,0.802,33
2305,-1051.5,0,0.374,25
2306,-1050.41,0,0.374,6
770,-1052.63,0,0.802,23
2307,-1051.21,0,0.374,11
771,-1051.03,0,0.802,13
2308,-1053.58,0,0.373,38
772,-1055.32,0,0.801,52
773,-1051.91,0,0.801,26
774,-1053.01,0,0.801,21
2309,1043.39,1,0.372,71
775,-1052.37,0,0.8,22
2310,-1050.54,0,0.372,14
776,-1051.17,0,0.8,12
2311,-1051.15,0,0.372,20
777,-1051.92,0,0.8,27
778,-1057.28,0,0.8,33
2312,-1055.52,0,0.371,52
779,-1053.97,0,0.799,37
780,-1050.95,0,0.799,10
781,-1053.64,0,0.799,24
2313,1040.81,1,0.371,74
782,-1051.24,0,0.799,14
783,-1051.12,0,0.799,12
2314,-3.24,0,0.37,44
784,-1052.5,0,0.798,25
2315,-1051.45,0,0.37,20
785,-1053.37,0,0.798,42
786,-1052.75,0,0.798,25
787,-1051.58,0,0.798,13
788,-1049.78,0,0.798,3
789,-1052.4,0,0.797,25
790,-1052.46,0,0.797,26
2316,1039.2,1,0.369,110
791,-1054.78,0,0.797,38
2317,1045.53,1,0.368,42
792,-1053.08,0,0.796,18
2318,-1050.97,0,0.368,17
793,-1050.48,0,0.796,8
2319,-1051.58,0,0.368,28
794,-1052.49,0,0.796,29
795,-1052.71,0,0.796,26
2320,-1052.96,0,0.368,26
796,-1050.77,0,0.796,7
797,-1051.3,0,0.796,10
798,-1050.74,0,0.796,4
2321,1048.37,1,0.367,28
799,-1051.82,0,0.795,17
2322,1046.93,1,0.367,27
800,-1052.1,0,0.795,20
801,-1051.11,0,0.795,11
2323,-1053.47,0,0.367,22
802,-1052.41,0,0.795,21
2324,-1052.18,0,0.367,18
803,-1051.0,0,0.795,15
804,-1050.78,0,0.795,8
805,-1052.32,0,0.794,32
806,-1052.93,0,0.794,28
807,-1051.61,0,0.794,16
808,-1051.89,0,0.794,19
809,-1052.86,0,0.793,26
810,-1051.91,0,0.793,21
811,-1052.59,0,0.793,24
812,-1053.08,0,0.793,28
813,-1051.53,0,0.792,18
814,-1053.1,0,0.792,35
815,-1054.64,0,0.792,34
816,-1056.15,0,0.791,50
817,-1053.43,0,0.791,28
818,-1053.74,0,0.791,24
819,-1050.68,0,0.79,8
820,-1052.0,0,0.79,25
821,-1051.09,0,0.79,9
822,-1052.49,0,0.79,24
823,-1050.85,0,0.79,10
824,-1052.74,0,0.789,34
825,-1051.98,0,0.789,18
826,-1051.6,0,0.789,15
2325,-1055.52,0,0.366,52
2326,1040.93,1,0.365,97
2327,-1050.5,0,0.365,20
2328,-1.89,0,0.365,19
2329,1048.09,1,0.364,21
2330,-1050.54,0,0.364,14
2331,1045.26,1,0.364,49
2332,-1053.71,0,0.363,41
2333,-1052.52,0,0.363,42
2334,-1052.81,0,0.362,41
2335,-1052.32,0,0.362,32
2336,1046.32,1,0.362,38
2337,1048.38,1,0.362,22
2338,1033.83,1,0.36,157
2339,-1050.61,0,0.36,6
827,-1052.53,0,0.789,18
2340,1048.93,1,0.36,17
828,-1052.4,0,0.789,20
829,-1052.76,0,0.788,26
2341,1047.57,1,0.359,28
830,-1052.42,0,0.788,27
2342,-1053.19,0,0.359,34
831,-1053.46,0,0.788,31
832,-1051.79,0,0.788,19
833,-1053.4,0,0.787,30
834,1046.63,1,0.787,37
2343,-1062.59,0,0.358,139
835,-1056.25,0,0.786,55
2344,-1051.65,0,0.357,35
2345,-1053.0,0,0.357,35
836,-1056.93,0,0.786,58
2346,-1050.6,0,0.357,5
837,-1053.73,0,0.785,38
2347,-1053.18,0,0.356,33
2348,-1050.49,0,0.356,4
838,-1051.52,0,0.785,17
2349,-1050.39,0,0.356,9
839,-1051.54,0,0.785,14
2350,-1052.81,0,0.356,31
840,-1051.38,0,0.785,13
2351,-1050.45,0,0.356,10
841,-1051.87,0,0.785,22
2352,-1050.44,0,0.356,14
842,-1054.29,0,0.784,34
2353,1046.06,1,0.355,39
843,-1051.77,0,0.784,22
2354,-1051.53,0,0.355,18
2355,-1050.24,0,0.355,9
844,-1053.6,0,0.784,35
845,-1050.44,0,0.784,4
2356,-1051.57,0,0.355,17
846,-1051.33,0,0.783,18
847,1046.81,1,0.783,34
2357,1045.36,1,0.354,54
848,-1053.08,0,0.783,28
2358,-1052.82,0,0.354,32
2359,-1050.6,0,0.354,5
849,1048.33,1,0.782,22
2360,-1050.46,0,0.354,11
850,-1052.05,0,0.782,20
2361,-1052.66,0,0.353,26
851,-1051.91,0,0.782,21
2362,-1050.3,0,0.353,15
852,-1052.91,0,0.782,26
2363,-1051.78,0,0.353,23
853,-1050.9,0,0.782,10
854,-1051.92,0,0.781,17
855,1047.6,1,0.781,25
2364,-1053.22,0,0.353,47
2365,-1054.69,0,0.352,19
856,-1053.32,0,0.781,37
857,-1051.09,0,0.781,14
858,-1051.84,0,0.78,19
2366,-1056.06,0,0.352,56
859,-1053.0,0,0.78,30
860,-1051.52,0,0.78,17
2367,-1050.86,0,0.352,21
2368,-1050.97,0,0.351,17
861,-1052.93,0,0.78,28
2369,1048.16,1,0.351,29
862,-1054.21,0,0.779,21
2370,-1050.24,0,0.351,9
863,-1055.6,0,0.779,45
2371,-1054.87,0,0.35,57
864,1047.95,1,0.779,20
2372,-0.59,0,0.35,14
865,-1054.11,0,0.778,36
2373,-1054.27,0,0.35,27
2374,-1050.86,0,0.35,6
866,-1052.06,0,0.778,26
867,-1052.14,0,0.778,24
2375,-1053.13,0,0.349,38
2376,-1050.33,0,0.349,18
868,-1052.6,0,0.778,30
869,-1050.59,0,0.777,9
870,1040.95,1,0.777,65
871,-1052.16,0,0.776,26
872,-1051.31,0,0.776,21
873,-1053.17,0,0.776,27
874,-1052.23,0,0.776,28
2377,-1070.73,0,0.347,193
875,-1052.79,0,0.775,34
2378,-1052.8,0,0.347,25
876,-1051.82,0,0.775,17
2379,-1053.83,0,0.347,23
877,-1052.41,0,0.775,31
2380,-1051.48,0,0.346,23
878,-1052.74,0,0.774,29
2381,-1052.42,0,0.346,27
879,-1050.96,0,0.774,11
880,-1050.49,0,0.774,4
2382,-1052.38,0,0.346,28
881,-1053.37,0,0.774,27
2383,-1053.97,0,0.345,47
882,-1055.21,0,0.774,46
883,1047.69,1,0.773,21
884,-1052.49,0,0.773,29
885,-1052.94,0,0.773,19
886,-1051.88,0,0.773,18
2384,-1060.65,0,0.344,105
887,-1053.72,0,0.772,37
2385,-1054.3,0,0.344,40
888,-1051.82,0,0.772,22
889,-1051.9,0,0.772,25
890,-1051.83,0,0.772,23
2386,-1053.77,0,0.343,57
891,-1049.78,0,0.771,3
892,-1054.49,0,0.771,39
2387,-1053.85,0,0.343,50
893,-1053.57,0,0.771,27
894,-1052.49,0,0.771,24
895,-1052.64,0,0.77,34
2388,-1056.78,0,0.342,63
2389,-1050.28,0,0.342,3
896,-1050.7,0,0.77,10
897,-1053.16,0,0.77,36
2390,-1055.16,0,0.341,66
2391,-1050.86,0,0.341,6
898,-1053.04,0,0.769,34
899,1049.4,1,0.769,5
900,-1050.7,0,0.769,10
2392,-1050.85,0,0.341,20
901,-1055.49,0,0.769,39
2393,-1057.7,0,0.34,55
902,-1053.85,0,0.768,40
2394,-1052.86,0,0.34,31
2395,-1050.78,0,0.34,8
903,-1053.82,0,0.768,32
904,-1050.96,0,0.768,11
2396,-1054.24,0,0.34,44
2397,-1050.67,0,0.339,12
906,-1052.15,0,0.767,25
907,-1051.54,0,0.767,14
2398,-1.79,0,0.339,29
908,-1054.06,0,0.767,41
2399,-1054.46,0,0.339,51
909,-1051.78,0,0.767,23
2400,-1051.52,0,0.338,17
910,-1052.91,0,0.766,26
911,-1050.27,0,0.766,12
2401,-1056.17,0,0.338,47
912,1047.99,1,0.766,21
913,-1051.58,0,0.766,18
914,-1051.52,0,0.766,17
915,-1050.42,0,0.766,7
2402,-1054.77,0,0.337,52
2403,1048.66,1,0.337,19
2404,-1050.33,0,0.337,8
916,-1056.56,0,0.765,46
2405,-1052.35,0,0.337,30
917,-1051.63,0,0.765,23
2406,-1050.93,0,0.337,13
918,-1052.65,0,0.765,25
2407,-1051.71,0,0.336,26
2408,-1051.12,0,0.336,27
919,-1056.81,0,0.764,56
2409,-1051.14,0,0.336,19
920,-1051.85,0,0.764,15
2410,-1051.57,0,0.336,22
921,-1054.64,0,0.763,39
2411,1048.12,1,0.335,28
2412,-1051.02,0,0.335,22
922,-1052.83,0,0.763,33
923,-1052.07,0,0.763,17
2413,-1056.79,0,0.335,34
924,-1051.71,0,0.763,16
925,-1054.32,0,0.762,32
926,-1050.94,0,0.762,14
927,-1051.46,0,0.762,21
928,-1052.2,0,0.762,20
2414,1040.08,1,0.334,97
2415,-1050.54,0,0.334,4
929,-1054.71,0,0.761,46
2416,-1052.21,0,0.333,26
2417,-1051.36,0,0.333,26
930,-1052.97,0,0.761,32
931,-1051.88,0,0.761,13
2418,-1052.5,0,0.333,25
932,-1051.61,0,0.761,21
2419,-1051.11,0,0.333,16
933,-1053.6,0,0.76,30
934,-1050.0,0,0.76,5
2420,1045.74,1,0.332,41
935,-1054.71,0,0.76,46
936,-1050.93,0,0.76,18
937,-1050.87,0,0.759,7
2421,-1056.05,0,0.332,65
938,-1052.02,0,0.759,17
939,-1053.19,0,0.759,29
2422,-1054.85,0,0.331,45
2423,-1051.63,0,0.331,23
940,-1053.79,0,0.759,34
941,-1051.36,0,0.758,11
2424,-1054.47,0,0.331,27
2425,1048.91,1,0.33,19
942,-1055.8,0,0.758,45
943,-1051.05,0,0.758,10
944,-1050.56,0,0.758,6
945,-1050.44,0,0.758,4
946,-1053.73,0,0.757,33
947,-1051.91,0,0.757,21
948,-1051.55,0,0.757,15
949,-1055.03,0,0.757,43
2426,-1070.81,0,0.329,171
2427,-1052.67,0,0.328,32
950,-1056.84,0,0.756,54
2428,-1052.34,0,0.328,14
951,-1052.35,0,0.756,25
952,-1052.26,0,0.756,21
953,-1052.76,0,0.755,31
2429,-1057.05,0,0.327,75
954,-1055.79,0,0.755,59
2430,-1053.55,0,0.327,45
955,-1052.71,0,0.754,26
956,-1054.76,0,0.754,46
957,-1050.59,0,0.754,4
2431,-1059.69,0,0.326,74
958,-1050.98,0,0.754,8
959,-1050.54,0,0.754,4
2432,-1050.53,0,0.326,8
960,-1053.05,0,0.753,30
961,-1051.62,0,0.753,17
2433,-1057.38,0,0.325,53
962,-1056.58,0,0.753,48
2434,-1054.18,0,0.325,48
