episode,total_reward,win,epsilon,steps
39,-1050.92,0,0.989,12
1710,-1053.85,0,0.558,45
1711,-1050.7,0,0.558,10
40,-1056.41,0,0.988,56
1712,-1052.9,0,0.558,35
41,-1051.67,0,0.988,17
1713,-1051.77,0,0.557,27
42,-1051.85,0,0.988,20
1714,-1051.05,0,0.557,15
43,-1053.77,0,0.988,32
44,-1053.66,0,0.987,26
1715,-1056.16,0,0.556,61
45,1046.13,1,0.987,32
46,-1051.04,0,0.987,9
1716,-1052.09,0,0.556,19
47,-1052.01,0,0.987,16
48,-1051.02,0,0.987,7
1717,-1053.73,0,0.556,43
49,-1053.57,0,0.986,32
50,-1050.9,0,0.986,10
1718,-1051.06,0,0.556,11
51,-1051.02,0,0.986,7
1719,-1052.31,0,0.555,26
52,1043.6,1,0.986,50
53,-1051.05,0,0.986,10
54,-1052.31,0,0.985,26
1720,-1058.17,0,0.555,57
1721,-1051.12,0,0.555,7
55,-1054.25,0,0.985,35
1722,-1054.37,0,0.554,32
56,-1054.29,0,0.985,19
1723,-1052.14,0,0.554,19
57,-1056.02,0,0.984,47
1724,-1053.47,0,0.554,37
1725,-1055.01,0,0.553,46
58,-1058.73,0,0.983,73
59,-1051.64,0,0.983,14
1726,-1053.82,0,0.553,32
1727,-1050.65,0,0.553,5
60,-1051.98,0,0.983,18
61,-1051.77,0,0.983,17
1728,-1052.29,0,0.553,29
62,-1051.61,0,0.983,16
1729,-1050.66,0,0.552,11
63,-1053.17,0,0.982,32
1730,-1051.82,0,0.552,22
1731,-1051.28,0,0.552,13
64,-1056.55,0,0.982,50
1732,-1052.62,0,0.552,27
65,-1052.13,0,0.982,23
1733,-1054.26,0,0.551,41
66,-1053.1,0,0.981,30
67,-1051.24,0,0.981,14
68,-1051.91,0,0.981,21
1734,1046.3,1,0.551,45
69,-1052.29,0,0.981,24
1735,-1052.12,0,0.551,27
70,-1051.83,0,0.98,23
71,-0.55,0,0.98,5
1736,-1052.89,0,0.55,19
72,-1051.82,0,0.98,22
1737,-6.1,0,0.55,50
73,-1067.06,0,0.979,76
1738,-1053.9,0,0.55,35
74,-1051.23,0,0.979,13
75,-0.2,0,0.979,5
1739,-1052.8,0,0.549,25
1740,-1052.57,0,0.549,27
76,-1058.65,0,0.979,60
77,-1052.86,0,0.978,16
1741,-1051.9,0,0.549,35
78,-1053.83,0,0.978,28
1742,-1052.74,0,0.548,39
1743,-1052.02,0,0.548,22
79,-1060.1,0,0.977,65
1744,-1051.72,0,0.548,22
80,-1055.13,0,0.977,28
1745,-1051.32,0,0.548,22
81,-1051.22,0,0.977,12
82,-1052.42,0,0.977,22
83,-1051.43,0,0.977,13
1746,-1053.62,0,0.547,47
84,-1052.55,0,0.976,25
1747,-1051.98,0,0.547,18
85,-1051.23,0,0.976,13
86,-1051.07,0,0.976,12
1748,-1051.58,0,0.547,18
87,-1050.84,0,0.976,9
88,-1053.08,0,0.976,28
1749,-1053.62,0,0.546,27
89,-1051.71,0,0.976,16
90,-1050.87,0,0.975,12
1750,1045.22,1,0.546,33
1751,-1051.85,0,0.546,20
91,-1055.28,0,0.975,48
1752,-1051.29,0,0.546,14
92,-1052.31,0,0.975,21
1753,-1051.3,0,0.545,20
93,-1.22,0,0.975,12
1754,-1051.5,0,0.545,15
94,-1052.23,0,0.974,23
95,-1050.89,0,0.974,9
96,-1051.38,0,0.974,18
97,-1050.43,0,0.974,3
1755,-1053.87,0,0.545,42
98,-1052.5,0,0.974,20
99,-1054.3,0,0.973,35
100,-1051.7,0,0.973,15
101,-1054.23,0,0.973,43
102,-1052.89,0,0.972,29
103,-1051.16,0,0.972,16
1756,-1088.93,0,0.542,223
104,-1060.07,0,0.971,87
105,-1050.28,0,0.971,8
1757,1047.04,1,0.542,26
106,-1053.55,0,0.971,30
107,-1050.15,0,0.971,5
1758,-1052.51,0,0.542,16
108,-1053.1,0,0.971,30
1759,-1054.02,0,0.542,47
109,-1051.78,0,0.97,23
110,-1054.64,0,0.97,39
1760,-1052.6,0,0.541,30
1761,-1052.54,0,0.541,29
111,-1054.79,0,0.97,44
1762,-1051.54,0,0.541,14
112,-1050.47,0,0.969,7
1763,-1051.44,0,0.541,14
113,-1052.04,0,0.969,19
114,-1053.49,0,0.969,29
1764,-1052.46,0,0.54,31
115,1048.09,1,0.969,16
1765,-1051.52,0,0.54,17
116,-1050.9,0,0.969,10
117,1047.58,1,0.968,27
1766,-1053.56,0,0.54,41
118,1048.36,1,0.968,19
119,-1053.48,0,0.968,33
1767,-1052.92,0,0.539,37
120,-1053.79,0,0.968,29
1768,-1052.5,0,0.539,30
121,1049.32,1,0.967,8
1769,-1051.55,0,0.539,20
122,-1055.77,0,0.967,37
123,-1050.54,0,0.967,9
124,1049.51,1,0.967,4
1770,-1053.07,0,0.538,42
125,-1052.92,0,0.967,32
1771,-1052.8,0,0.538,35
126,-1053.27,0,0.966,32
127,1046.45,1,0.966,25
128,-1050.49,0,0.966,4
1772,-1055.03,0,0.537,48
129,-1053.23,0,0.966,28
1773,-1052.39,0,0.537,29
130,-1051.58,0,0.965,18
1774,-2.91,0,0.537,36
131,-1054.73,0,0.965,33
132,-1052.1,0,0.965,15
1775,1047.93,1,0.536,27
133,-1052.48,0,0.965,23
134,-1052.04,0,0.965,14
1776,-1054.19,0,0.536,44
135,-1051.37,0,0.964,12
1777,-1051.07,0,0.536,12
136,1046.04,1,0.964,41
137,-1051.04,0,0.964,9
1778,-1053.76,0,0.536,36
1779,-1052.25,0,0.535,20
138,-1052.46,0,0.964,26
139,-1053.68,0,0.963,28
140,-1051.46,0,0.963,11
141,-1051.72,0,0.963,12
142,-1058.14,0,0.962,64
143,-1051.01,0,0.962,11
144,-1053.67,0,0.962,37
145,-1052.36,0,0.962,21
1780,-1095.54,0,0.533,184
146,-1051.95,0,0.961,25
147,-1050.84,0,0.961,14
148,-1051.59,0,0.961,19
1781,-1055.62,0,0.533,47
1782,-1050.78,0,0.533,13
149,-1052.51,0,0.961,21
150,-1053.75,0,0.96,40
1783,-1055.1,0,0.532,50
1784,-1050.59,0,0.532,9
151,-1053.37,0,0.96,37
1785,-1050.81,0,0.532,11
152,-1051.46,0,0.96,16
1786,-1052.96,0,0.532,26
153,-1051.37,0,0.96,17
154,-1051.71,0,0.96,16
1787,-1051.89,0,0.532,19
1788,-1053.08,0,0.531,38
1789,-1054.86,0,0.531,41
155,-1066.06,0,0.958,101
156,1048.14,1,0.958,26
157,-1052.42,0,0.958,22
158,-1054.6,0,0.957,45
1790,-1057.99,0,0.53,94
159,-1054.78,0,0.957,43
1791,-1054.96,0,0.529,31
160,-1052.83,0,0.957,23
161,-1050.43,0,0.957,3
1792,-1055.34,0,0.529,49
162,-1053.98,0,0.956,33
163,-1051.92,0,0.956,17
1793,-1052.02,0,0.529,27
164,-1051.73,0,0.956,18
1794,-1051.67,0,0.528,17
165,-1051.06,0,0.956,11
1795,-1051.11,0,0.528,16
166,1047.27,1,0.956,23
167,1049.21,1,0.956,9
1796,-1052.04,0,0.528,24
168,-1050.65,0,0.955,10
1797,-1051.4,0,0.528,15
1798,-1051.04,0,0.528,14
169,-1053.4,0,0.955,35
1799,-1052.74,0,0.527,29
1800,-1050.7,0,0.527,5
170,-1054.24,0,0.955,44
171,-1051.94,0,0.954,19
172,-1051.14,0,0.954,14
1801,-1055.08,0,0.527,48
173,-1052.87,0,0.954,22
174,1044.7,1,0.954,35
175,-1051.43,0,0.954,13
176,-1051.16,0,0.953,11
1802,-1060.89,0,0.526,64
177,-1052.79,0,0.953,29
178,-1051.92,0,0.953,17
1803,-1054.58,0,0.526,48
179,-1053.05,0,0.953,15
180,-1053.53,0,0.952,28
181,-0.44,0,0.952,4
182,-1054.53,0,0.952,38
183,-1054.36,0,0.952,26
184,-1054.01,0,0.951,36
185,-1052.36,0,0.951,21
186,-1056.54,0,0.951,24
187,-1051.74,0,0.951,14
188,-1051.59,0,0.951,19
189,-1053.38,0,0.95,33
190,-1052.92,0,0.95,32
191,-1052.77,0,0.95,27
192,-1052.61,0,0.949,21
193,-1052.09,0,0.949,19
194,-1052.78,0,0.949,23
195,-1053.96,0,0.948,41
196,-1055.1,0,0.948,45
197,-1050.3,0,0.948,5
198,-1055.34,0,0.948,39
199,-1051.46,0,0.947,16
1804,-1057.9,0,0.525,85
1805,-1053.5,0,0.524,40
1806,-1052.7,0,0.524,15
1807,-1051.31,0,0.524,11
1808,-1051.97,0,0.524,17
1809,-1051.81,0,0.524,26
1810,-1055.95,0,0.523,55
1811,-1051.17,0,0.523,17
1812,-1051.91,0,0.523,26
1813,-3.34,0,0.522,39
1814,-1052.4,0,0.522,30
1815,-1050.66,0,0.522,6
1816,-1055.44,0,0.521,44
1817,-1052.97,0,0.521,32
1818,1047.14,1,0.521,26
1819,-1053.52,0,0.52,42
1820,-1051.04,0,0.52,14
1821,-1052.11,0,0.52,26
1822,-1052.19,0,0.52,9
200,-1053.87,0,0.947,37
201,-1051.73,0,0.947,18
1823,-1051.8,0,0.519,25
1824,-1051.09,0,0.519,14
202,-1052.78,0,0.946,33
203,-1050.58,0,0.946,8
204,-1050.36,0,0.946,6
1825,-1053.23,0,0.519,38
1826,-1050.8,0,0.519,15
205,1042.55,1,0.946,50
206,1047.68,1,0.945,27
1827,-1053.88,0,0.518,38
1828,-1052.73,0,0.518,13
207,-1053.73,0,0.945,38
1829,-1055.51,0,0.518,36
208,-1052.22,0,0.945,22
209,-1051.43,0,0.945,13
210,-1054.45,0,0.944,40
1830,1045.93,1,0.517,47
211,-1050.76,0,0.944,6
212,-1053.47,0,0.944,17
213,-1052.1,0,0.944,20
1831,-1053.73,0,0.517,43
1832,-1050.59,0,0.517,4
214,1047.09,1,0.944,26
1833,-1055.45,0,0.516,50
215,-1057.02,0,0.943,52
216,-1052.89,0,0.943,29
217,-1050.18,0,0.943,3
1834,-1053.81,0,0.516,51
218,-1051.45,0,0.942,20
219,1041.95,1,0.942,70
1835,-1058.27,0,0.515,82
220,-1051.64,0,0.942,19
221,-1054.55,0,0.941,40
222,1049.82,1,0.941,13
1836,-1054.49,0,0.514,54
223,-1052.19,0,0.941,24
1837,-1051.07,0,0.514,22
224,-1052.5,0,0.941,20
225,-1051.75,0,0.94,20
226,-1051.86,0,0.94,21
1838,-1057.69,0,0.513,59
227,-1055.56,0,0.94,51
1839,-1054.34,0,0.513,49
228,-1052.75,0,0.939,25
1840,-1051.05,0,0.513,20
229,-2.06,0,0.939,26
1841,-1050.94,0,0.513,9
230,-1051.33,0,0.939,13
1842,-1051.93,0,0.512,18
231,-1051.86,0,0.939,16
232,-1053.04,0,0.938,34
233,-1053.06,0,0.938,26
1843,-1057.96,0,0.512,71
234,-1051.25,0,0.938,15
235,-1053.91,0,0.938,36
1844,-1054.89,0,0.511,59
236,-1052.69,0,0.937,24
237,-1051.74,0,0.937,19
1845,-1052.11,0,0.511,26
238,-1052.06,0,0.937,16
1846,-1052.63,0,0.51,33
239,-1053.37,0,0.937,32
240,-1051.66,0,0.936,16
1847,-1054.78,0,0.51,38
241,-1052.33,0,0.936,28
1848,-1050.94,0,0.51,14
1849,-1050.53,0,0.51,3
242,-1052.0,0,0.936,20
1850,-1052.0,0,0.51,15
243,-1051.41,0,0.936,16
244,-1052.14,0,0.935,24
245,-1050.9,0,0.935,10
1851,1045.78,1,0.509,42
246,1047.02,1,0.935,28
1852,1043.76,1,0.509,39
247,-1053.35,0,0.935,30
1853,-1051.94,0,0.509,24
248,-1052.2,0,0.935,20
249,-1054.87,0,0.934,42
250,-1053.05,0,0.934,30
1854,-1057.34,0,0.508,69
251,-1050.95,0,0.934,15
252,-1050.98,0,0.933,13
1855,-1054.32,0,0.507,37
253,-1051.59,0,0.933,14
254,-1050.51,0,0.933,6
1856,-1052.66,0,0.507,21
255,-1052.65,0,0.933,25
256,-1052.0,0,0.933,15
257,-1052.35,0,0.933,25
1857,-1056.1,0,0.507,45
258,-1053.37,0,0.932,27
1858,-1053.81,0,0.506,31
259,1048.34,1,0.932,21
1859,-1054.11,0,0.506,31
260,1045.31,1,0.932,34
261,-1050.35,0,0.932,5
262,-1051.17,0,0.932,12
1860,-1053.05,0,0.506,40
263,-1052.62,0,0.931,22
264,-1052.3,0,0.931,20
1861,-1054.61,0,0.505,41
265,1048.11,1,0.931,19
266,-1050.47,0,0.931,7
267,-1051.0,0,0.931,10
1862,-1052.76,0,0.505,31
268,-1053.03,0,0.931,18
269,-2.21,0,0.93,21
270,-1052.17,0,0.93,22
1863,-1054.81,0,0.504,51
271,-1051.05,0,0.93,10
1864,-1052.25,0,0.504,25
272,-1054.01,0,0.93,31
273,-1050.69,0,0.93,4
274,-1054.26,0,0.929,46
1865,-1054.4,0,0.504,45
275,-1053.62,0,0.929,37
1866,-1053.62,0,0.503,42
276,1048.58,1,0.928,22
277,-1049.99,0,0.928,4
1867,-1052.38,0,0.503,33
278,1047.86,1,0.928,24
1868,-1050.34,0,0.503,4
279,-1052.01,0,0.928,16
1869,-1054.03,0,0.502,38
280,-1052.43,0,0.928,28
281,-1051.19,0,0.928,14
1870,-1056.2,0,0.502,45
282,-1053.76,0,0.927,36
283,1046.77,1,0.927,33
284,-1051.5,0,0.927,20
285,-1051.28,0,0.926,13
286,-1054.28,0,0.926,33
287,-1051.95,0,0.926,20
1871,1032.72,1,0.501,113
288,-1050.86,0,0.926,11
289,-1051.98,0,0.926,18
1872,-1052.64,0,0.5,29
290,-1057.03,0,0.925,43
1873,-1052.81,0,0.5,36
291,-1053.33,0,0.925,33
292,-1051.57,0,0.925,17
1874,-1056.11,0,0.499,61
293,-1052.4,0,0.924,20
294,-1051.07,0,0.924,12
295,-1050.57,0,0.924,7
1875,-1054.12,0,0.499,27
296,-1054.13,0,0.924,28
1876,-1054.4,0,0.499,40
297,-1056.08,0,0.924,38
298,-1050.9,0,0.923,10
1877,-1051.48,0,0.498,23
1878,-1052.41,0,0.498,21
299,-1054.89,0,0.923,29
1879,-1050.44,0,0.498,9
1880,-1050.7,0,0.498,5
1881,-1051.19,0,0.498,9
1882,-1052.06,0,0.498,21
300,-1055.63,0,0.923,58
301,-1052.25,0,0.922,25
1883,-1054.49,0,0.497,44
1884,-1052.57,0,0.497,32
302,1042.56,1,0.922,54
1885,-1050.24,0,0.497,4
303,-1051.96,0,0.922,16
1886,-1053.04,0,0.497,39
304,-1052.73,0,0.921,28
305,-1053.13,0,0.921,33
1887,-1052.2,0,0.496,35
306,-1050.36,0,0.921,6
307,-1055.14,0,0.92,44
308,-1051.46,0,0.92,16
309,-1052.52,0,0.92,27
1888,-1057.95,0,0.495,85
310,-1052.11,0,0.92,21
311,1048.1,1,0.919,20
1889,-1054.17,0,0.495,42
312,-1053.05,0,0.919,35
1890,-1054.95,0,0.494,40
1891,-1050.54,0,0.494,9
313,-1056.22,0,0.918,57
1892,-1052.59,0,0.494,29
314,-1050.94,0,0.918,9
315,-1051.41,0,0.918,16
1893,-1052.2,0,0.494,20
316,-1051.99,0,0.918,19
317,-1052.11,0,0.918,16
1894,-1052.32,0,0.494,27
318,-1051.39,0,0.918,14
319,-1050.91,0,0.918,11
1895,-1054.02,0,0.493,42
1896,-1050.82,0,0.493,7
320,-1054.62,0,0.917,42
321,-1050.64,0,0.917,4
322,-1054.27,0,0.917,32
1897,-1052.43,0,0.493,38
323,-1052.56,0,0.916,26
324,-0.35,0,0.916,5
1898,-1054.85,0,0.492,50
325,-1052.53,0,0.916,23
326,-1051.7,0,0.916,10
327,1049.52,1,0.916,3
328,-1051.98,0,0.916,13
329,-1050.71,0,0.916,6
1899,-1051.92,0,0.492,37
330,-1051.34,0,0.916,14
331,-1050.88,0,0.916,8
1900,-1053.97,0,0.491,32
332,-1052.55,0,0.915,25
333,-1052.69,0,0.915,29
1901,-1053.04,0,0.491,29
334,-1051.09,0,0.915,9
335,-1051.28,0,0.915,13
1902,-1053.17,0,0.491,37
336,-1052.37,0,0.915,22
337,-1051.15,0,0.914,10
1903,-1058.29,0,0.49,39
1904,-1051.04,0,0.49,9
338,-1061.19,0,0.914,54
339,-1053.86,0,0.914,26
1905,-1052.91,0,0.49,36
340,-1052.33,0,0.913,23
1906,-1050.68,0,0.49,18
341,-1051.35,0,0.913,15
342,-1052.36,0,0.913,21
1907,-1054.57,0,0.489,47
343,-1053.82,0,0.913,32
1908,-1050.91,0,0.489,16
344,-1050.7,0,0.913,5
1909,-1052.3,0,0.489,10
345,-1052.01,0,0.912,21
1910,-1051.32,0,0.489,17
346,-1053.31,0,0.912,31
347,-1051.69,0,0.912,14
1911,-1055.21,0,0.488,51
348,-1052.33,0,0.912,28
1912,-1052.07,0,0.488,22
1913,-1050.73,0,0.488,8
349,-1056.6,0,0.911,55
1914,-1053.09,0,0.487,34
350,-1053.09,0,0.911,34
351,0.07,0,0.911,3
1915,-1056.1,0,0.487,60
1916,-1051.93,0,0.486,23
352,1040.48,1,0.91,72
1917,-1051.57,0,0.486,22
353,-1053.05,0,0.91,30
1918,-6.35,0,0.486,50
354,-1054.96,0,0.909,51
1919,-1053.21,0,0.485,36
355,-1053.53,0,0.909,38
356,-1050.57,0,0.909,7
1920,-1057.56,0,0.485,31
357,-6.26,0,0.908,41
1921,-1052.52,0,0.485,32
1922,-1051.97,0,0.485,7
358,-1052.76,0,0.908,26
1923,-1051.58,0,0.484,28
359,-1052.58,0,0.908,23
360,-1051.0,0,0.908,10
1924,-1052.73,0,0.484,28
361,-1053.39,0,0.907,34
1925,-0.95,0,0.484,15
362,-1051.47,0,0.907,22
363,-1051.96,0,0.907,16
364,-1053.73,0,0.907,23
1926,-1059.3,0,0.483,90
365,-1053.25,0,0.906,30
366,-1053.39,0,0.906,39
367,-1051.35,0,0.906,15
368,-1054.93,0,0.905,43
1927,-1062.06,0,0.482,111
1928,-1051.14,0,0.482,4
369,-1057.9,0,0.905,50
1929,-1052.84,0,0.481,29
370,-1053.87,0,0.904,42
1930,-1052.03,0,0.481,28
371,-1051.36,0,0.904,11
1931,-1054.4,0,0.481,20
372,-1053.76,0,0.904,31
373,-1050.99,0,0.904,14
374,-1052.26,0,0.903,31
375,-1051.88,0,0.903,18
376,-1051.35,0,0.903,15
1932,-9.62,0,0.48,92
377,-1053.85,0,0.903,30
1933,-1050.73,0,0.48,13
378,-1050.82,0,0.903,12
379,-1050.52,0,0.902,7
1934,-1052.88,0,0.48,23
380,-1054.5,0,0.902,40
1935,-1053.34,0,0.479,39
1936,-1050.86,0,0.479,6
381,-1054.52,0,0.902,37
1937,1047.7,1,0.479,35
382,-1052.81,0,0.901,21
383,-1050.39,0,0.901,4
384,-1051.79,0,0.901,19
385,-1051.55,0,0.901,20
1938,-1054.56,0,0.478,46
386,-1053.23,0,0.901,23
387,-1051.59,0,0.901,14
388,-1051.79,0,0.9,19
1939,-1056.84,0,0.478,54
389,-1051.59,0,0.9,14
390,-1052.26,0,0.9,21
1940,-1059.74,0,0.477,59
392,-1051.39,0,0.899,14
393,1049.61,1,0.899,9
1941,-1053.08,0,0.477,28
394,1047.01,1,0.899,24
1942,-1051.36,0,0.477,21
395,-1051.85,0,0.899,25
1943,-1053.6,0,0.476,35
396,-1051.56,0,0.899,21
397,-1051.64,0,0.898,14
1944,-1052.82,0,0.476,27
398,-1051.85,0,0.898,15
1945,-1050.93,0,0.476,13
399,-1050.68,0,0.898,13
400,-1050.51,0,0.898,6
401,-1050.99,0,0.898,9
1946,1048.78,1,0.475,22
1947,-1052.5,0,0.475,30
402,-1054.13,0,0.898,38
403,-1052.41,0,0.897,21
404,-1051.79,0,0.897,14
1948,-1054.89,0,0.475,34
405,-1052.95,0,0.897,25
1949,-1053.08,0,0.474,33
406,-1052.62,0,0.897,27
407,-1050.4,0,0.897,5
1950,1047.21,1,0.474,29
408,-1053.07,0,0.896,27
1951,-1056.44,0,0.474,39
409,-1053.01,0,0.896,31
410,1039.75,1,0.895,50
411,-1052.24,0,0.895,19
1952,-1058.41,0,0.473,76
412,-1052.63,0,0.895,23
413,-1050.68,0,0.895,8
1953,-1053.17,0,0.473,32
414,-1050.82,0,0.895,12
1954,-1053.9,0,0.472,25
415,-1054.28,0,0.894,28
1955,-1051.33,0,0.472,13
1956,-1050.76,0,0.472,16
416,1045.89,1,0.894,36
417,-1051.64,0,0.894,19
418,-1050.49,0,0.894,4
419,-1053.07,0,0.894,32
1957,-1061.39,0,0.471,69
420,-3.39,0,0.893,29
1958,1046.35,1,0.471,40
421,-1052.13,0,0.893,23
422,-1052.38,0,0.893,23
1959,-1055.84,0,0.47,54
423,-1056.52,0,0.892,52
424,-1054.29,0,0.892,39
1960,-1056.76,0,0.47,66
425,-1052.0,0,0.892,25
1961,-1055.94,0,0.469,39
426,-1052.01,0,0.891,26
427,-1050.93,0,0.891,8
428,-1050.73,0,0.891,8
429,-1050.6,0,0.891,10
1962,-1059.66,0,0.469,56
430,-1054.67,0,0.891,42
431,-1050.52,0,0.89,7
432,-1054.95,0,0.89,45
1963,-1061.11,0,0.468,71
433,-1051.64,0,0.89,14
1964,-1051.19,0,0.468,14
434,-1052.1,0,0.89,25
435,-1051.64,0,0.889,19
1965,-1056.36,0,0.467,46
436,-1054.04,0,0.889,39
1966,-1051.75,0,0.467,30
437,-1054.67,0,0.889,37
438,-1056.28,0,0.888,38
439,-1050.34,0,0.888,4
440,-1053.49,0,0.888,24
1967,-1064.3,0,0.466,110
441,-1052.29,0,0.888,24
1968,-1050.69,0,0.466,24
1969,-1050.77,0,0.465,7
442,-1052.47,0,0.887,22
443,1048.69,1,0.887,16
444,1047.36,1,0.887,24
445,-1051.01,0,0.887,11
446,-1052.21,0,0.887,16
447,-1052.27,0,0.886,22
448,-1051.9,0,0.886,25
449,-1052.74,0,0.886,24
1970,-1077.81,0,0.464,141
450,-1053.48,0,0.886,28
451,-1052.55,0,0.885,25
1971,-1055.23,0,0.463,58
452,-1052.69,0,0.885,24
453,-1052.28,0,0.885,23
454,-1052.1,0,0.885,25
1972,-1059.63,0,0.463,58
455,-1052.46,0,0.884,26
1973,-1052.11,0,0.462,31
456,-1052.42,0,0.884,27
1974,-1052.97,0,0.462,37
457,-1053.91,0,0.884,36
458,-1050.85,0,0.884,10
1975,-1052.15,0,0.462,25
459,-1053.63,0,0.883,33
1976,-1055.08,0,0.461,23
460,-1054.53,0,0.883,18
461,-1050.74,0,0.883,14
1977,1045.45,1,0.461,35
462,-1053.09,0,0.883,29
463,-1051.92,0,0.882,17
464,-1050.75,0,0.882,10
465,-2.92,0,0.882,27
1978,-1057.9,0,0.46,85
466,-1054.77,0,0.882,32
1979,-1052.81,0,0.46,36
467,-1054.02,0,0.881,32
1980,-1051.02,0,0.46,22
468,-1052.81,0,0.881,36
469,-1053.03,0,0.881,33
470,-1051.36,0,0.88,16
1981,-1057.24,0,0.459,69
1982,1046.84,1,0.459,26
471,1040.85,1,0.88,75
472,-1050.85,0,0.88,10
1983,-1056.44,0,0.458,54
473,-1050.95,0,0.879,5
1984,-1053.63,0,0.458,28
474,-1052.88,0,0.879,33
475,-1052.84,0,0.879,19
1985,-1051.48,0,0.457,23
476,-1052.34,0,0.879,24
477,-1050.25,0,0.879,10
478,-1050.54,0,0.879,4
1986,-1053.74,0,0.457,39
479,-1051.96,0,0.878,16
480,-1053.22,0,0.878,22
1987,-1054.68,0,0.457,43
481,-1052.38,0,0.878,23
482,-1051.06,0,0.878,11
1988,-1053.3,0,0.456,40
483,-1052.44,0,0.878,24
1989,-1051.61,0,0.456,16
484,1047.35,1,0.877,25
1990,-1051.32,0,0.456,17
485,-1051.97,0,0.877,27
486,-1050.79,0,0.877,4
1991,-1052.86,0,0.456,26
487,-1050.76,0,0.877,11
488,-1050.69,0,0.877,9
1992,-1052.44,0,0.455,29
489,-1054.48,0,0.876,43
490,-1056.66,0,0.876,46
1993,-1059.28,0,0.455,68
491,-1051.29,0,0.876,9
492,-1050.5,0,0.876,5
493,-1051.64,0,0.875,14
1994,-1054.06,0,0.454,46
494,-1053.59,0,0.875,29
1995,-1051.71,0,0.454,16
495,-1051.54,0,0.875,19
1996,-1051.92,0,0.454,22
496,-1054.97,0,0.875,42
497,-1051.19,0,0.874,19
1997,-1057.69,0,0.453,59
1998,-1051.69,0,0.453,34
498,-1058.52,0,0.874,42
499,-1050.49,0,0.874,9
1999,-1054.9,0,0.452,35
2000,-1050.82,0,0.452,12
2001,-1050.36,0,0.452,6
500,1043.38,1,0.873,52
2002,-1052.36,0,0.452,21
501,-1051.58,0,0.873,18
502,-1050.47,0,0.873,7
