episode,reward,win,epsilon,q_size
15700,98.83,1,0.379,134
15800,-53.49,0,0.375,134
15900,-57.86,0,0.371,134
16000,97.79,1,0.367,134
16100,-55.11,0,0.363,134
16200,41.69,1,0.359,134
16300,88.84,1,0.355,134
16400,99.99,1,0.351,134
16500,-55.71,0,0.347,134
16600,99.81,1,0.343,134
16700,97.26,1,0.339,134
16800,-50.88,0,0.335,134
16900,96.86,1,0.331,134
17000,-54.44,0,0.327,134
17100,50.57,1,0.323,134
17200,-52.13,0,0.319,134
17300,99.99,1,0.315,134
17400,95.3,1,0.311,134
17500,47.99,1,0.307,134
17600,-60.01,0,0.303,134
17700,99.99,1,0.299,134
17800,-51.56,0,0.295,134
17900,93.07,1,0.291,134
18000,99.59,1,0.288,134
18100,97.7,1,0.284,134
18200,-51.64,0,0.28,134
18300,99.93,1,0.276,134
18400,97.89,1,0.272,134
18500,-57.06,0,0.268,134
18600,-51.22,0,0.264,134
18700,96.48,1,0.26,134
18800,100.32,1,0.256,134
18900,100.12,1,0.252,134
19000,96.0,1,0.248,134
19100,-53.14,0,0.244,134
19200,48.0,1,0.24,134
19300,95.7,1,0.236,134
19400,96.41,1,0.232,134
19500,99.99,1,0.228,134
19600,-52.17,0,0.224,134
19700,98.5,1,0.22,134
19800,46.05,1,0.216,134
19900,98.51,1,0.212,134
20000,98.96,1,0.208,134
20100,-51.84,0,0.204,134
20200,96.88,1,0.2,134
20300,99.99,1,0.196,134
20400,97.78,1,0.193,134
20500,97.78,1,0.189,134
20600,97.47,1,0.185,134
20700,50.57,1,0.181,134
20800,98.42,1,0.177,134
20900,98.08,1,0.173,134
21000,95.39,1,0.169,134
21100,97.14,1,0.165,134
21200,98.4,1,0.161,134
21300,-54.5,0,0.157,134
21400,99.19,1,0.153,134
21500,97.94,1,0.149,134
21600,-52.84,0,0.145,134
21700,100.07,1,0.141,134
21800,97.87,1,0.137,134
21900,98.74,1,0.133,134
22000,97.54,1,0.129,134
22100,48.18,1,0.125,134
22200,44.09,1,0.121,134
22300,100.57,1,0.117,134
22400,97.89,1,0.113,134
22500,97.82,1,0.109,134
22600,99.62,1,0.105,134
22700,48.18,1,0.101,134
22800,99.35,1,0.098,134
22900,98.69,1,0.094,134
23000,92.12,1,0.09,134
23100,96.43,1,0.086,134
23200,48.26,1,0.082,134
23300,98.45,1,0.078,134
23400,99.9,1,0.074,134
23500,49.35,1,0.07,134
23600,48.16,1,0.066,134
23700,98.77,1,0.062,134
23800,100.51,1,0.058,134
23900,97.75,1,0.054,134
24000,99.27,1,0.05,134
24100,98.88,1,0.05,134
24200,100.31,1,0.05,134
24300,98.43,1,0.05,134
24400,99.37,1,0.05,134
24500,99.06,1,0.05,134
24600,98.38,1,0.05,134
24700,-52.85,0,0.05,134
24800,98.64,1,0.05,134
24900,97.96,1,0.05,134
25000,98.99,1,0.05,134
25100,98.96,1,0.05,134
25200,99.01,1,0.05,134
25300,99.56,1,0.05,134
25400,98.52,1,0.05,134
25500,100.04,1,0.05,134
25600,98.26,1,0.05,134
25700,99.0,1,0.05,134
25800,98.68,1,0.05,134
25900,100.06,1,0.05,134
26000,97.61,1,0.05,134
26100,48.64,1,0.05,134
26200,98.58,1,0.05,134
26300,100.38,1,0.05,134
26400,98.64,1,0.05,134
26500,99.32,1,0.05,134
26600,95.35,1,0.05,134
26700,100.02,1,0.05,134
26800,47.71,1,0.05,134
26900,98.53,1,0.05,134
27000,98.29,1,0.05,134
27100,99.34,1,0.05,134
27200,-50.48,0,0.05,134
27300,96.35,1,0.05,134
27400,98.28,1,0.05,134
27500,98.53,1,0.05,134
27600,99.12,1,0.05,134
27700,98.96,1,0.05,134
27800,96.97,1,0.05,134
27900,99.93,1,0.05,134
28000,99.5,1,0.05,134
28100,99.16,1,0.05,134
28200,96.65,1,0.05,134
28300,48.8,1,0.05,134
28400,98.21,1,0.05,134
28500,-55.97,0,0.05,134
28600,97.9,1,0.05,134
28700,98.02,1,0.05,134
28800,99.41,1,0.05,134
28900,100.09,1,0.05,134
29000,99.73,1,0.05,134
29100,100.57,1,0.05,134
29200,96.9,1,0.05,134
29300,100.37,1,0.05,134
29400,99.38,1,0.05,134
29500,97.19,1,0.05,134
29600,98.9,1,0.05,134
29700,96.25,1,0.05,134
29800,88.14,1,0.05,134
29900,97.89,1,0.05,134
30000,99.18,1,0.05,134
