episode,total_reward,steps,duration,player_hp,enemy_hp,shots,hits,win,epsilon
481,1019.52,708,118.0,2,0,52,3,1,0.7862
482,-76.41,1001,166.83,3,2,76,1,0,0.7858
483,-126.06,1001,166.83,3,3,77,0,0,0.7854
484,1038.74,461,76.83,2,0,35,3,1,0.785
485,-178.36,1001,166.83,2,3,76,0,0,0.7846
486,-26.81,1001,166.83,3,1,73,2,0,0.7842
487,-1149.72,417,69.5,0,2,28,1,0,0.7838
488,-120.31,1001,166.83,3,3,73,0,0,0.7834
489,1132.49,136,22.67,3,0,9,3,1,0.783
490,994.06,454,75.67,1,0,33,3,1,0.7827
491,-120.61,1001,166.83,3,3,73,0,0,0.7823
492,-74.96,1001,166.83,3,2,78,1,0,0.7819
493,-118.16,1001,166.83,3,3,77,0,0,0.7815
494,-127.31,1001,166.83,2,2,75,1,0,0.7811
495,-71.66,1001,166.83,2,1,76,2,0,0.7807
496,994.85,410,68.33,1,0,32,3,1,0.7803
497,-188.66,1001,166.83,2,3,75,0,0,0.7799
498,-119.01,1001,166.83,3,3,70,0,0,0.7795
499,-1200.33,758,126.33,0,2,53,1,0,0.7791
500,-110.26,1001,166.83,3,3,74,0,0,0.7788
501,930.67,938,156.33,1,0,68,3,1,0.7784
502,-1180.31,231,38.5,0,3,17,0,0,0.778
503,-115.76,1001,166.83,3,3,76,0,0,0.7776
504,-106.11,1001,166.83,3,3,74,0,0,0.7772
505,1034.75,485,80.83,2,0,36,3,1,0.7768
506,-160.61,1001,166.83,2,3,72,0,0,0.7764
507,-1203.3,910,151.67,0,2,69,1,0,0.776
508,-64.11,1001,166.83,2,1,73,2,0,0.7756
509,945.37,818,136.33,1,0,61,3,1,0.7753
510,-118.66,1001,166.83,3,3,74,0,0,0.7749
511,936.93,842,140.33,1,0,63,3,1,0.7745
512,-1142.25,390,65.0,0,2,31,1,0,0.7741
513,-113.11,1001,166.83,2,2,72,1,0,0.7737
514,1105.91,349,58.17,3,0,28,3,1,0.7733
515,-134.56,1001,166.83,2,2,76,1,0,0.7729
516,1007.51,354,59.0,1,0,25,3,1,0.7725
517,-226.31,1001,166.83,1,3,72,0,0,0.7722
518,-1238.85,755,125.83,0,3,54,0,0,0.7718
519,995.09,446,74.33,1,0,37,3,1,0.7714
520,1057.12,383,63.83,2,0,29,3,1,0.771
521,-228.66,1001,166.83,1,3,74,0,0,0.7706
522,-120.16,1001,166.83,2,2,72,1,0,0.7702
523,-1280.77,942,157.0,0,3,66,0,0,0.7698
524,-1139.22,292,48.67,0,2,21,1,0,0.7695
525,1068.06,249,41.5,2,0,19,3,1,0.7691
526,1001.14,731,121.83,2,0,55,3,1,0.7687
527,1119.75,200,33.33,3,0,13,3,1,0.7683
528,974.51,574,95.67,1,0,44,3,1,0.7679
529,-123.01,1001,166.83,2,2,71,1,0,0.7675
530,-111.01,1001,166.83,3,3,77,0,0,0.7672
531,982.71,504,84.0,1,0,40,3,1,0.7668
532,-180.31,1001,166.83,1,2,72,1,0,0.7664
533,1070.41,229,38.17,2,0,16,3,1,0.766
534,-126.51,1001,166.83,3,3,71,0,0,0.7656
535,958.42,663,110.5,1,0,50,3,1,0.7652
536,-1125.28,223,37.17,0,2,16,1,0,0.7649
537,-116.01,1001,166.83,3,3,73,0,0,0.7645
538,-1118.73,548,91.33,0,1,41,2,0,0.7641
539,1109.79,326,54.33,3,0,24,3,1,0.7637
540,1022.13,572,95.33,2,0,39,3,1,0.7633
541,-1234.79,699,116.5,0,3,46,0,0,0.7629
542,-124.01,1001,166.83,2,2,73,1,0,0.7626
543,-1231.47,962,160.33,0,2,69,1,0,0.7622
544,1121.7,225,37.5,3,0,16,3,1,0.7618
545,-123.06,1001,166.83,3,3,71,0,0,0.7614
546,1050.05,895,149.17,3,0,68,3,1,0.761
547,1041.47,83,13.83,1,0,6,3,1,0.7607
548,-182.96,1001,166.83,1,2,74,1,0,0.7603
549,-1198.45,405,67.5,0,3,32,0,0,0.7599
550,-1097.96,401,66.83,0,1,24,2,0,0.7595
551,978.53,507,84.5,1,0,39,3,1,0.7591
552,-1162.46,361,60.17,0,2,30,1,0,0.7588
553,-1130.67,552,92.0,0,1,41,2,0,0.7584
554,-1145.92,307,51.17,0,2,24,1,0,0.758
555,-145.11,1001,166.83,1,1,71,2,0,0.7576
556,-1158.14,59,9.83,0,3,5,0,0,0.7572
557,-1180.3,200,33.33,0,3,14,0,0,0.7569
558,1018.98,207,34.5,1,0,15,3,1,0.7565
559,-1203.16,831,138.5,0,2,61,1,0,0.7561
560,1058.47,643,107.17,3,0,47,3,1,0.7557
561,948.33,762,127.0,1,0,55,3,1,0.7554
562,-1121.3,480,80.0,0,1,32,2,0,0.755
563,992.6,410,68.33,1,0,29,3,1,0.7546
564,-1207.35,380,63.33,0,3,29,0,0,0.7542
565,-1171.79,439,73.17,0,2,32,1,0,0.7538
566,-1195.71,316,52.67,0,3,22,0,0,0.7535
567,1004.32,263,43.83,1,0,20,3,1,0.7531
568,-1199.57,437,72.83,0,3,32,0,0,0.7527
569,993.59,456,76.0,1,0,33,3,1,0.7523
570,-1124.16,551,91.83,0,1,42,2,0,0.752
571,-115.06,1001,166.83,3,3,72,0,0,0.7516
572,1015.26,234,39.0,1,0,17,3,1,0.7512
573,1062.69,356,59.33,2,0,27,3,1,0.7508
574,1122.05,245,40.83,3,0,18,3,1,0.7505
575,-1182.45,195,32.5,0,3,15,0,0,0.7501
576,1128.34,176,29.33,3,0,16,3,1,0.7497
577,-111.01,1001,166.83,2,2,75,1,0,0.7493
578,-114.26,1001,166.83,3,3,72,0,0,0.749
579,-65.21,1001,166.83,2,1,75,2,0,0.7486
580,-1183.49,549,91.5,0,2,45,1,0,0.7482
581,-1156.1,410,68.33,0,2,29,1,0,0.7478
582,1126.29,201,33.5,3,0,16,3,1,0.7475
583,-1239.46,661,110.17,0,3,47,0,0,0.7471
584,-1102.32,427,71.17,0,1,35,2,0,0.7467
585,-164.81,1001,166.83,2,3,69,0,0,0.7463
586,1081.49,131,21.83,2,0,10,3,1,0.746
587,-1112.2,465,77.5,0,1,35,2,0,0.7456
588,-1094.09,294,49.0,0,1,23,2,0,0.7452
589,-1138.67,397,66.17,0,2,29,1,0,0.7448
590,1051.92,423,70.5,2,0,31,3,1,0.7445
591,-61.56,1001,166.83,3,2,76,1,0,0.7441
592,-1187.07,282,47.0,0,3,23,0,0,0.7437
593,996.03,452,75.33,1,0,34,3,1,0.7434
594,1092.69,511,85.17,3,0,36,3,1,0.743
595,-1163.74,409,68.17,0,2,31,1,0,0.7426
596,-1194.65,730,121.67,0,2,53,1,0,0.7422
597,-1227.68,538,89.67,0,3,41,0,0,0.7419
598,-1099.55,440,73.33,0,1,29,2,0,0.7415
599,1090.87,463,77.17,3,0,35,3,1,0.7411
600,-153.61,1001,166.83,2,3,69,0,0,0.7408
601,-110.01,1001,166.83,3,3,72,0,0,0.7404
602,-1095.09,289,48.17,0,1,23,2,0,0.74
603,-1121.94,599,99.83,0,1,44,2,0,0.7397
604,964.26,659,109.83,1,0,46,3,1,0.7393
605,-175.46,1001,166.83,2,3,74,0,0,0.7389
606,-1157.13,848,141.33,0,1,59,2,0,0.7385
607,-156.31,1001,166.83,2,3,75,0,0,0.7382
608,-112.11,1001,166.83,2,2,71,1,0,0.7378
609,1040.92,528,88.0,2,0,34,3,1,0.7374
610,-1193.37,637,106.17,0,2,42,1,0,0.7371
611,-115.56,1001,166.83,1,1,76,2,0,0.7367
612,-1176.65,200,33.33,0,3,14,0,0,0.7363
613,944.77,673,112.17,1,0,46,3,1,0.736
614,980.18,552,92.0,1,0,39,3,1,0.7356
615,1089.21,84,14.0,2,0,6,3,1,0.7352
616,1122.41,219,36.5,3,0,16,3,1,0.7349
617,1117.75,215,35.83,3,0,18,3,1,0.7345
618,929.06,784,130.67,1,0,51,3,1,0.7341
619,995.8,780,130.0,2,0,55,3,1,0.7338
620,988.19,426,71.0,1,0,32,3,1,0.7334
621,-1198.7,335,55.83,0,3,25,0,0,0.733
622,-117.51,1001,166.83,3,3,76,0,0,0.7327
623,1045.78,427,71.17,2,0,30,3,1,0.7323
624,1066.62,268,44.67,2,0,20,3,1,0.7319
625,-151.61,1001,166.83,1,1,75,2,0,0.7316
626,-1118.76,636,106.0,0,1,47,2,0,0.7312
627,1013.54,286,47.67,1,0,24,3,1,0.7308
628,-1081.57,187,31.17,0,1,15,2,0,0.7305
629,1048.94,331,55.17,2,0,25,3,1,0.7301
630,-110.31,1001,166.83,3,3,73,0,0,0.7297
631,1132.76,159,26.5,3,0,12,3,1,0.7294
632,1108.45,330,55.0,3,0,25,3,1,0.729
633,1098.8,465,77.5,3,0,34,3,1,0.7286
634,-1143.81,301,50.17,0,2,24,1,0,0.7283
635,-112.41,1001,166.83,3,3,79,0,0,0.7279
636,-1094.51,361,60.17,0,1,26,2,0,0.7275
637,1014.52,273,45.5,1,0,20,3,1,0.7272
638,-1111.07,502,83.67,0,1,35,2,0,0.7268
639,-1114.2,430,71.67,0,1,30,2,0,0.7265
640,1001.36,444,74.0,1,0,30,3,1,0.7261
641,1125.66,244,40.67,3,0,18,3,1,0.7257
642,-108.36,1001,166.83,3,3,74,0,0,0.7254
643,-159.56,1001,166.83,2,3,73,0,0,0.725
644,995.2,490,81.67,1,0,35,3,1,0.7246
645,-1187.15,245,40.83,0,3,17,0,0,0.7243
646,-1140.39,299,49.83,0,2,24,1,0,0.7239
647,958.75,715,119.17,1,0,53,3,1,0.7236
648,1083.08,142,23.67,2,0,10,3,1,0.7232
649,-114.21,1001,166.83,3,3,78,0,0,0.7228
650,-120.71,1001,166.83,3,3,75,0,0,0.7225
651,-1101.4,400,66.67,0,1,29,2,0,0.7221
652,1070.03,172,28.67,2,0,13,3,1,0.7217
653,-1149.17,267,44.5,0,2,22,1,0,0.7214
654,-109.86,1001,166.83,3,3,79,0,0,0.721
655,-1092.68,328,54.67,0,1,23,2,0,0.7207
656,-1222.31,801,133.5,0,2,59,1,0,0.7203
657,1012.3,575,95.83,2,0,47,3,1,0.7199
658,-1222.06,471,78.5,0,3,35,0,0,0.7196
659,1039.69,971,161.83,3,0,73,3,1,0.7192
660,-107.16,1001,166.83,3,3,78,0,0,0.7189
661,1113.03,347,57.83,3,0,25,3,1,0.7185
662,-100.81,1001,166.83,3,3,74,0,0,0.7181
663,-1133.22,217,36.17,0,2,16,1,0,0.7178
664,-1147.14,299,49.83,0,2,19,1,0,0.7174
665,1015.82,288,48.0,1,0,20,3,1,0.7171
666,-1192.96,321,53.5,0,3,25,0,0,0.7167
667,962.13,602,100.33,1,0,42,3,1,0.7164
668,-120.86,1001,166.83,3,3,76,0,0,0.716
669,-1082.31,261,43.5,0,1,20,2,0,0.7156
670,-1195.56,316,52.67,0,3,23,0,0,0.7153
671,1111.67,303,50.5,3,0,21,3,1,0.7149
672,-1069.57,182,30.33,0,1,13,2,0,0.7146
673,1060.15,750,125.0,3,0,55,3,1,0.7142
674,-1078.93,218,36.33,0,1,15,2,0,0.7138
675,1065.65,260,43.33,2,0,18,3,1,0.7135
676,1012.64,246,41.0,1,0,17,3,1,0.7131
677,990.87,788,131.33,2,0,59,3,1,0.7128
678,1078.45,520,86.67,3,0,42,3,1,0.7124
679,-1146.84,414,69.0,0,2,33,1,0,0.7121
680,-1085.61,276,46.0,0,1,21,2,0,0.7117
681,1084.68,137,22.83,2,0,10,3,1,0.7114
682,-1193.24,389,64.83,0,3,28,0,0,0.711
683,1061.08,282,47.0,2,0,21,3,1,0.7106
684,1119.98,252,42.0,3,0,20,3,1,0.7103
685,1019.28,237,39.5,1,0,19,3,1,0.7099
686,995.38,882,147.0,2,0,68,3,1,0.7096
687,982.29,426,71.0,1,0,31,3,1,0.7092
688,-113.61,1001,166.83,3,3,72,0,0,0.7089
689,-1148.69,399,66.5,0,2,27,1,0,0.7085
690,-118.86,1001,166.83,1,1,76,2,0,0.7082
691,1005.08,317,52.83,1,0,23,3,1,0.7078
692,-1129.66,716,119.33,0,1,51,2,0,0.7075
693,981.79,511,85.17,1,0,34,3,1,0.7071
694,-1147.19,704,117.33,0,1,51,2,0,0.7067
695,-1131.21,261,43.5,0,2,22,1,0,0.7064
696,1023.08,212,35.33,1,0,17,3,1,0.706
697,1056.64,456,76.0,2,0,29,3,1,0.7057
698,-1130.24,234,39.0,0,2,17,1,0,0.7053
699,1010.18,367,61.17,1,0,27,3,1,0.705
700,1013.68,677,112.83,2,0,46,3,1,0.7046
701,989.19,461,76.83,1,0,31,3,1,0.7043
702,1068.64,216,36.0,2,0,16,3,1,0.7039
703,1046.82,358,59.67,2,0,28,3,1,0.7036
704,1041.66,489,81.5,2,0,36,3,1,0.7032
705,980.36,949,158.17,2,0,75,3,1,0.7029
706,-1174.47,502,83.67,0,2,38,1,0,0.7025
707,-27.81,1001,166.83,3,1,70,2,0,0.7022
708,-1255.36,866,144.33,0,3,65,0,0,0.7018
709,-1130.11,291,48.5,0,2,21,1,0,0.7015
710,997.43,407,67.83,1,0,32,3,1,0.7011
711,1058.02,393,65.5,2,0,30,3,1,0.7008
712,-1087.64,339,56.5,0,1,24,2,0,0.7004
713,957.74,836,139.33,1,0,60,3,1,0.7001
714,1070.69,281,46.83,2,0,21,3,1,0.6997
715,1120.26,279,46.5,3,0,21,3,1,0.6994
716,-1188.71,336,56.0,0,3,24,0,0,0.699
717,-1186.57,297,49.5,0,3,21,0,0,0.6987
718,1068.44,266,44.33,2,0,18,3,1,0.6983
719,1020.03,187,31.17,1,0,12,3,1,0.698
720,1045.2,400,66.67,2,0,28,3,1,0.6976
721,991.49,481,80.17,1,0,35,3,1,0.6973
722,977.23,627,104.5,1,0,47,3,1,0.6969
723,-112.01,1001,166.83,3,3,76,0,0,0.6966
724,-1154.86,491,81.83,0,2,37,1,0,0.6962
725,-1219.21,726,121.0,0,2,54,1,0,0.6959
726,-1094.41,326,54.33,0,1,23,2,0,0.6955
727,1000.13,442,73.67,1,0,32,3,1,0.6952
728,-106.51,1001,166.83,3,3,73,0,0,0.6948
729,1078.15,200,33.33,2,0,15,3,1,0.6945
730,1108.98,337,56.17,3,0,25,3,1,0.6941
731,976.84,441,73.5,1,0,32,3,1,0.6938
732,1132.49,171,28.5,3,0,14,3,1,0.6934
733,-1184.7,765,127.5,0,2,52,1,0,0.6931
734,-1176.67,172,28.67,0,3,12,0,0,0.6927
735,1041.7,480,80.0,2,0,33,3,1,0.6924
736,1018.38,262,43.67,1,0,19,3,1,0.6921
737,-1129.94,209,34.83,0,2,16,1,0,0.6917
738,-1149.83,373,62.17,0,2,27,1,0,0.6914
739,-1137.59,304,50.67,0,2,21,1,0,0.691
740,992.89,481,80.17,1,0,38,3,1,0.6907
741,-1227.95,535,89.17,0,3,37,0,0,0.6903
742,-65.66,1001,166.83,3,2,73,1,0,0.69
743,-1183.67,207,34.5,0,3,16,0,0,0.6896
744,-1100.0,390,65.0,0,1,26,2,0,0.6893
745,-1168.43,173,28.83,0,3,14,0,0,0.6889
746,-1127.71,216,36.0,0,2,17,1,0,0.6886
747,-1105.9,390,65.0,0,1,26,2,0,0.6883
748,-1127.92,252,42.0,0,2,18,1,0,0.6879
749,-4.11,1001,166.83,3,1,75,2,0,0.6876
750,959.57,873,145.5,1,0,58,3,1,0.6872
751,-1100.45,410,68.33,0,1,30,2,0,0.6869
752,-1109.31,501,83.5,0,1,33,2,0,0.6865
753,-1103.39,429,71.5,0,1,29,2,0,0.6862
754,-1170.0,150,25.0,0,3,9,0,0,0.6859
755,-1140.54,294,49.0,0,2,20,1,0,0.6855
756,-1169.43,138,23.0,0,3,11,0,0,0.6852
757,-1172.09,189,31.5,0,3,14,0,0,0.6848
758,1079.86,584,97.33,3,0,44,3,1,0.6845
759,-1147.15,845,140.83,0,1,57,2,0,0.6841
760,987.65,600,100.0,1,0,44,3,1,0.6838
761,-1101.39,434,72.33,0,1,32,2,0,0.6835
762,-1085.59,304,50.67,0,1,23,2,0,0.6831
763,-1172.25,155,25.83,0,3,12,0,0,0.6828
764,-1183.22,252,42.0,0,3,19,0,0,0.6824
765,1075.84,221,36.83,2,0,15,3,1,0.6821
766,1001.37,873,145.5,2,0,64,3,1,0.6817
767,-1167.29,159,26.5,0,3,12,0,0,0.6814
768,1068.07,248,41.33,2,0,19,3,1,0.6811
769,-1119.41,191,31.83,0,2,14,1,0,0.6807
770,1021.67,688,114.67,2,0,46,3,1,0.6804
771,-1125.23,218,36.33,0,2,16,1,0,0.68
772,1027.72,198,33.0,1,0,16,3,1,0.6797
773,1036.28,112,18.67,1,0,9,3,1,0.6794
774,1006.01,304,50.67,1,0,21,3,1,0.679
775,-1132.51,646,107.67,0,1,45,2,0,0.6787
776,-1207.63,413,68.83,0,3,31,0,0,0.6783
777,1019.69,241,40.17,1,0,17,3,1,0.678
778,-1096.38,343,57.17,0,1,27,2,0,0.6777
779,1007.49,366,61.0,1,0,32,3,1,0.6773
780,1065.74,311,51.83,2,0,23,3,1,0.677
781,1088.53,117,19.5,2,0,10,3,1,0.6767
782,-1074.3,210,35.0,0,1,19,2,0,0.6763
783,-1150.59,419,69.83,0,2,31,1,0,0.676
784,1126.95,160,26.67,3,0,14,3,1,0.6756
785,-1077.41,246,41.0,0,1,17,2,0,0.6753
786,-1075.25,240,40.0,0,1,19,2,0,0.675
787,-1186.02,257,42.83,0,3,20,0,0,0.6746
788,1025.44,256,42.67,1,0,18,3,1,0.6743
789,-1120.96,161,26.83,0,2,10,1,0,0.674
790,-1124.37,197,32.83,0,2,12,1,0,0.6736
791,-1172.23,218,36.33,0,3,14,0,0,0.6733
792,-1124.07,182,30.33,0,2,12,1,0,0.6729
793,1117.78,257,42.83,3,0,17,3,1,0.6726
794,-1174.36,161,26.83,0,3,10,0,0,0.6723
795,993.67,788,131.33,2,0,56,3,1,0.6719
796,-1176.42,227,37.83,0,3,17,0,0,0.6716
797,1058.98,332,55.33,2,0,24,3,1,0.6713
798,-1113.19,479,79.83,0,1,34,2,0,0.6709
799,-1185.28,223,37.17,0,3,14,0,0,0.6706
800,-1178.27,217,36.17,0,3,12,0,0,0.6703
801,-1125.93,188,31.33,0,2,15,1,0,0.6699
802,-1189.04,254,42.33,0,3,19,0,0,0.6696
803,1111.47,343,57.17,3,0,25,3,1,0.6692
804,-1204.1,375,62.5,0,3,28,0,0,0.6689
805,1048.21,454,75.67,2,0,31,3,1,0.6686
806,1021.97,218,36.33,1,0,14,3,1,0.6682
807,1011.64,346,57.67,1,0,23,3,1,0.6679
808,-1145.74,414,69.0,0,2,26,1,0,0.6676
809,-1134.88,238,39.67,0,2,17,1,0,0.6672
810,963.11,644,107.33,1,0,48,3,1,0.6669
811,1115.49,306,51.0,3,0,20,3,1,0.6666
812,1001.03,452,75.33,1,0,33,3,1,0.6662
813,1053.86,854,142.33,3,0,59,3,1,0.6659
814,1011.74,261,43.5,1,0,16,3,1,0.6656
815,-1202.08,373,62.17,0,3,27,0,0,0.6652
816,-239.66,1001,166.83,1,3,74,0,0,0.6649
817,-1180.11,236,39.33,0,3,14,0,0,0.6646
818,-1148.85,685,114.17,0,1,47,2,0,0.6642
819,-1188.57,367,61.17,0,3,23,0,0,0.6639
820,1025.18,197,32.83,1,0,16,3,1,0.6636
821,1032.51,159,26.5,1,0,12,3,1,0.6633
822,962.89,581,96.83,1,0,44,3,1,0.6629
823,1053.62,398,66.33,2,0,26,3,1,0.6626
824,1117.43,307,51.17,3,0,20,3,1,0.6623
825,1054.1,385,64.17,2,0,24,3,1,0.6619
826,997.57,398,66.33,1,0,29,3,1,0.6616
827,1131.51,134,22.33,3,0,11,3,1,0.6613
828,1009.08,267,44.5,1,0,20,3,1,0.6609
829,1044.52,373,62.17,2,0,27,3,1,0.6606
830,-1105.32,437,72.83,0,1,29,2,0,0.6603
831,1041.8,440,73.33,2,0,31,3,1,0.6599
832,-1118.45,135,22.5,0,2,11,1,0,0.6596
833,1000.89,336,56.0,1,0,23,3,1,0.6593
834,1112.63,202,33.67,3,0,13,3,1,0.659
835,-1137.55,290,48.33,0,2,18,1,0,0.6586
836,-1128.18,558,93.0,0,1,41,2,0,0.6583
837,1074.5,185,30.83,2,0,11,3,1,0.658
838,1048.75,450,75.0,2,0,34,3,1,0.6576
839,1124.66,219,36.5,3,0,18,3,1,0.6573
840,1119.27,198,33.0,3,0,12,3,1,0.657
841,1118.25,275,45.83,3,0,18,3,1,0.6566
842,1105.41,329,54.83,3,0,25,3,1,0.6563
843,-1068.87,117,19.5,0,1,9,2,0,0.656
844,1028.6,190,31.67,1,0,15,3,1,0.6557
845,-1190.66,351,58.5,0,3,28,0,0,0.6553
846,1021.24,191,31.83,1,0,13,3,1,0.655
847,1119.26,229,38.17,3,0,16,3,1,0.6547
848,1001.61,364,60.67,1,0,27,3,1,0.6544
849,1029.38,172,28.67,1,0,11,3,1,0.654
850,1077.8,175,29.17,2,0,11,3,1,0.6537
851,-1084.57,287,47.83,0,1,21,2,0,0.6534
852,971.69,616,102.67,1,0,45,3,1,0.653
853,999.22,358,59.67,1,0,23,3,1,0.6527
854,-1165.24,149,24.83,0,3,10,0,0,0.6524
855,1005.0,350,58.33,1,0,28,3,1,0.6521
856,1097.51,424,70.67,3,0,31,3,1,0.6517
857,986.19,386,64.33,1,0,28,3,1,0.6514
858,1031.63,157,26.17,1,0,9,3,1,0.6511
859,-1112.22,87,14.5,0,2,7,1,0,0.6508
860,943.61,704,117.33,1,0,56,3,1,0.6504
861,1037.25,450,75.0,2,0,34,3,1,0.6501
862,1058.19,311,51.83,2,0,22,3,1,0.6498
863,1106.03,392,65.33,3,0,28,3,1,0.6495
864,1085.0,125,20.83,2,0,9,3,1,0.6491
865,984.78,387,64.5,1,0,25,3,1,0.6488
866,1111.11,339,56.5,3,0,25,3,1,0.6485
867,1004.79,366,61.0,1,0,27,3,1,0.6482
868,1069.27,173,28.83,2,0,12,3,1,0.6478
869,-1179.36,251,41.83,0,3,17,0,0,0.6475
870,1059.34,646,107.67,3,0,44,3,1,0.6472
871,-1137.46,281,46.83,0,2,23,1,0,0.6469
872,987.49,401,66.83,1,0,30,3,1,0.6465
873,1019.77,243,40.5,1,0,18,3,1,0.6462
874,1001.66,359,59.83,1,0,30,3,1,0.6459
875,1003.9,415,69.17,1,0,29,3,1,0.6456
876,-1180.95,260,43.33,0,3,19,0,0,0.6453
877,1034.2,550,91.67,2,0,40,3,1,0.6449
878,-1173.79,209,34.83,0,3,16,0,0,0.6446
879,-1172.54,164,27.33,0,3,12,0,0,0.6443
880,-1178.42,242,40.33,0,3,16,0,0,0.644
881,1017.65,240,40.0,1,0,18,3,1,0.6436
882,1058.76,299,49.83,2,0,22,3,1,0.6433
883,-1138.72,267,44.5,0,2,20,1,0,0.643
884,-1069.22,172,28.67,0,1,10,2,0,0.6427
885,1125.38,192,32.0,3,0,14,3,1,0.6424
886,1116.24,256,42.67,3,0,16,3,1,0.642
887,1121.21,189,31.5,3,0,15,3,1,0.6417
888,995.34,396,66.0,1,0,29,3,1,0.6414
889,-1213.26,826,137.67,0,2,63,1,0,0.6411
890,1119.99,261,43.5,3,0,21,3,1,0.6408
891,-1192.26,261,43.5,0,3,18,0,0,0.6404
892,-1185.75,210,35.0,0,3,17,0,0,0.6401
893,-1118.28,178,29.67,0,2,11,1,0,0.6398
894,1107.04,321,53.5,3,0,25,3,1,0.6395
895,-1190.02,242,40.33,0,3,16,0,0,0.6392
896,1010.04,306,51.0,1,0,19,3,1,0.6388
897,-1072.3,160,26.67,0,1,10,2,0,0.6385
898,1132.51,159,26.5,3,0,9,3,1,0.6382
899,1082.29,141,23.5,2,0,11,3,1,0.6379
900,1054.25,350,58.33,2,0,25,3,1,0.6376
901,-1086.55,260,43.33,0,1,20,2,0,0.6372
902,-1176.12,532,88.67,0,2,41,1,0,0.6369
903,-1188.84,239,39.83,0,3,18,0,0,0.6366
904,-1090.18,383,63.83,0,1,27,2,0,0.6363
905,1087.55,90,15.0,2,0,8,3,1,0.636
906,-1184.29,209,34.83,0,3,13,0,0,0.6356
907,-1074.9,245,40.83,0,1,18,2,0,0.6353
908,1040.43,107,17.83,1,0,7,3,1,0.635
909,1133.94,121,20.17,3,0,10,3,1,0.6347
910,-1135.19,299,49.83,0,2,19,1,0,0.6344
911,1134.71,134,22.33,3,0,9,3,1,0.6341
912,1082.53,132,22.0,2,0,10,3,1,0.6337
913,1017.88,247,41.17,1,0,18,3,1,0.6334
914,-1070.6,170,28.33,0,1,13,2,0,0.6331
915,-1085.26,271,45.17,0,1,19,2,0,0.6328
916,-1256.58,743,123.83,0,3,49,0,0,0.6325
917,-1137.15,240,40.0,0,2,19,1,0,0.6322
918,1115.35,300,50.0,3,0,23,3,1,0.6318
919,-1159.36,446,74.33,0,2,30,1,0,0.6315
920,-1118.82,147,24.5,0,2,9,1,0,0.6312
921,-1078.33,258,43.0,0,1,16,2,0,0.6309
922,1055.22,368,61.33,2,0,29,3,1,0.6306
923,-1193.82,702,117.0,0,2,55,1,0,0.6303
924,988.97,463,77.17,1,0,35,3,1,0.6299
925,1057.5,300,50.0,2,0,23,3,1,0.6296
926,-1133.59,219,36.5,0,2,15,1,0,0.6293
927,1082.72,353,58.83,3,0,29,3,1,0.629
928,1030.81,469,78.17,2,0,39,3,1,0.6287
929,-1068.28,158,26.33,0,1,13,2,0,0.6284
930,-1071.45,180,30.0,0,1,12,2,0,0.6281
931,-1131.13,298,49.67,0,2,23,1,0,0.6277
932,1081.47,168,28.0,2,0,13,3,1,0.6274
933,-83.01,1001,166.83,2,1,72,2,0,0.6271
934,1004.65,345,57.5,1,0,25,3,1,0.6268
935,-1137.3,285,47.5,0,2,20,1,0,0.6265
936,-1160.51,51,8.5,0,3,4,0,0,0.6262
937,-52.41,1001,166.83,3,1,76,2,0,0.6259
938,-1170.34,169,28.17,0,3,12,0,0,0.6256
939,975.75,880,146.67,2,0,60,3,1,0.6252
940,1049.62,403,67.17,2,0,29,3,1,0.6249
941,-1067.13,138,23.0,0,1,9,2,0,0.6246
942,1031.94,176,29.33,1,0,13,3,1,0.6243
943,1002.05,390,65.0,1,0,26,3,1,0.624
944,1068.66,219,36.5,2,0,18,3,1,0.6237
945,-1090.08,328,54.67,0,1,24,2,0,0.6234
946,1032.45,135,22.5,1,0,10,3,1,0.6231
947,1028.72,208,34.67,1,0,16,3,1,0.6227
948,1114.71,299,49.83,3,0,23,3,1,0.6224
949,-1123.36,196,32.67,0,2,13,1,0,0.6221
950,1139.69,91,15.17,3,0,8,3,1,0.6218
951,-1056.63,58,9.67,0,1,4,2,0,0.6215
952,1024.58,227,37.83,1,0,17,3,1,0.6212
953,1121.87,228,38.0,3,0,16,3,1,0.6209
954,1004.28,352,58.67,1,0,25,3,1,0.6206
955,-1157.16,56,9.33,0,3,4,0,0,0.6203
956,-1137.29,249,41.5,0,2,18,1,0,0.6199
957,1046.21,419,69.83,2,0,30,3,1,0.6196
958,-1070.58,193,32.17,0,1,14,2,0,0.6193
959,1009.95,325,54.17,1,0,21,3,1,0.619
960,-1199.66,401,66.83,0,3,29,0,0,0.6187
961,-1152.51,791,131.83,0,1,60,2,0,0.6184
962,1064.18,282,47.0,2,0,20,3,1,0.6181
963,-1080.86,271,45.17,0,1,16,2,0,0.6178
964,-1077.4,210,35.0,0,1,15,2,0,0.6175
965,1020.89,631,105.17,2,0,50,3,1,0.6172
966,1055.18,292,48.67,2,0,21,3,1,0.6169
967,-1182.6,245,40.83,0,3,17,0,0,0.6165
968,1015.39,306,51.0,1,0,23,3,1,0.6162
969,-1171.0,165,27.5,0,3,11,0,0,0.6159
970,1058.08,387,64.5,2,0,29,3,1,0.6156
971,-1121.78,158,26.33,0,2,11,1,0,0.6153
972,-1113.26,156,26.0,0,2,10,1,0,0.615
