episode,total_reward,steps,duration,player_hp,enemy_hp,shots,hits,epsilon
527,-136.47,602,100.33,0,1,43,2,0.7683
528,-59.92,1001,166.83,3,1,64,2,0.7679
529,80.07,328,54.67,3,0,23,3,0.7675
530,-59.5,1001,166.83,3,2,59,1,0.7672
531,-147.09,791,131.83,0,2,53,1,0.7668
532,40.21,993,165.5,3,0,62,3,0.7664
533,-59.83,1001,166.83,2,2,71,1,0.766
534,-59.4,1001,166.83,3,1,62,2,0.7656
535,43.5,931,155.17,1,0,63,3,0.7652
536,-59.43,1001,166.83,3,2,62,1,0.7649
537,-59.5,1001,166.83,1,2,63,1,0.7645
538,89.42,175,29.17,2,0,13,3,0.7641
539,-59.32,1001,166.83,3,2,63,1,0.7637
540,-59.2,1001,166.83,2,3,66,0,0.7633
541,-119.51,318,53.0,0,1,22,2,0.7629
542,-156.15,948,158.0,0,3,60,0,0.7626
543,-124.49,405,67.5,0,2,28,1,0.7622
544,-59.92,1001,166.83,3,3,60,0,0.7618
545,-59.34,1001,166.83,2,2,62,1,0.7614
546,-140.14,667,111.17,0,3,47,0,0.761
547,-60.07,1001,166.83,2,3,58,0,0.7607
548,-59.88,1001,166.83,2,2,63,1,0.7603
549,-60.39,1001,166.83,1,2,59,1,0.7599
550,-59.72,1001,166.83,3,3,64,0,0.7595
551,90.45,156,26.0,2,0,13,3,0.7591
552,-59.47,1001,166.83,2,2,65,1,0.7588
553,-59.79,1001,166.83,1,1,65,2,0.7584
554,-60.09,1001,166.83,3,3,67,0,0.758
555,90.15,164,27.33,3,0,11,3,0.7576
556,-60.37,1001,166.83,1,1,68,2,0.7572
557,71.07,484,80.67,3,0,34,3,0.7569
558,-59.85,1001,166.83,3,1,64,2,0.7565
559,52.5,795,132.5,2,0,53,3,0.7561
560,-59.48,1001,166.83,3,1,58,2,0.7557
561,-124.78,417,69.5,0,3,22,0,0.7554
562,-139.62,658,109.67,0,2,44,1,0.755
563,-149.19,828,138.0,0,3,57,0,0.7546
564,-142.48,709,118.17,0,3,47,0,0.7542
565,-146.08,771,128.5,0,3,49,0,0.7538
566,-59.61,1001,166.83,3,2,59,1,0.7535
567,44.11,939,156.5,3,0,64,3,0.7531
568,-59.7,1001,166.83,3,2,67,1,0.7527
569,-59.75,1001,166.83,1,1,65,2,0.7523
570,-60.34,1001,166.83,3,1,64,2,0.752
571,-58.77,1001,166.83,1,1,59,2,0.7516
572,-59.62,1001,166.83,3,3,62,0,0.7512
573,-60.44,1001,166.83,1,2,68,1,0.7508
574,41.72,973,162.17,1,0,65,3,0.7505
575,-59.91,1001,166.83,2,1,64,2,0.7501
576,-132.96,547,91.17,0,2,38,1,0.7497
577,-59.43,1001,166.83,2,2,63,1,0.7493
578,-58.84,1001,166.83,2,2,64,1,0.749
579,-59.53,1001,166.83,3,2,68,1,0.7486
580,75.42,417,69.5,3,0,25,3,0.7482
581,54.89,750,125.0,2,0,46,3,0.7478
582,-59.51,1001,166.83,2,1,59,2,0.7475
583,-59.57,1001,166.83,3,2,63,1,0.7471
584,-136.86,613,102.17,0,3,41,0,0.7467
585,-60.63,1001,166.83,1,2,71,1,0.7463
586,-59.94,1001,166.83,1,1,62,2,0.746
587,-59.86,1001,166.83,3,3,65,0,0.7456
588,-60.32,1001,166.83,3,3,62,0,0.7452
589,-60.01,1001,166.83,2,3,69,0,0.7448
590,-60.05,1001,166.83,3,3,66,0,0.7445
591,-135.82,604,100.67,0,3,39,0,0.7441
592,-60.74,1001,166.83,3,3,69,0,0.7437
593,-153.02,882,147.0,0,2,58,1,0.7434
594,-59.99,1001,166.83,2,1,65,2,0.743
595,-60.13,1001,166.83,3,2,69,1,0.7426
596,-59.95,1001,166.83,2,2,64,1,0.7422
597,-59.57,1001,166.83,1,2,61,1,0.7419
598,-59.32,1001,166.83,1,2,63,1,0.7415
599,-58.78,1001,166.83,1,2,62,1,0.7411
600,-60.03,1001,166.83,3,3,65,0,0.7408
601,-59.86,1001,166.83,3,2,65,1,0.7404
602,-59.67,1001,166.83,3,3,68,0,0.74
603,-60.61,1001,166.83,2,3,63,0,0.7397
604,45.55,907,151.17,1,0,52,3,0.7393
605,-60.08,1001,166.83,2,2,61,1,0.7389
606,60.06,674,112.33,3,0,40,3,0.7385
607,81.11,316,52.67,3,0,23,3,0.7382
608,-142.78,720,120.0,0,2,46,1,0.7378
609,-60.66,1001,166.83,2,1,69,2,0.7374
610,-60.05,1001,166.83,3,2,60,1,0.7371
611,-59.69,1001,166.83,2,3,61,0,0.7367
612,-60.13,1001,166.83,3,3,60,0,0.7363
613,-60.24,1001,166.83,3,3,63,0,0.736
614,-59.72,1001,166.83,1,2,63,1,0.7356
615,-60.16,1001,166.83,3,3,61,0,0.7352
616,44.04,940,156.67,1,0,59,3,0.7349
617,-60.58,1001,166.83,2,2,65,1,0.7345
618,-136.28,601,100.17,0,2,35,1,0.7341
619,-60.47,1001,166.83,1,2,59,1,0.7338
620,-59.54,1001,166.83,2,1,60,2,0.7334
621,71.95,469,78.17,3,0,32,3,0.733
622,-157.68,967,161.17,0,2,59,1,0.7327
623,-150.02,847,141.17,0,2,55,1,0.7323
624,-60.13,1001,166.83,1,3,68,0,0.7319
625,-59.73,1001,166.83,2,1,64,2,0.7316
626,-59.96,1001,166.83,3,2,68,1,0.7312
627,-59.95,1001,166.83,1,2,61,1,0.7308
628,77.91,370,61.67,1,0,25,3,0.7305
629,-59.94,1001,166.83,2,2,67,1,0.7301
630,-59.33,1001,166.83,3,3,62,0,0.7297
631,-59.63,1001,166.83,2,3,62,0,0.7294
632,-107.42,122,20.33,0,1,7,2,0.729
633,-60.38,1001,166.83,3,3,65,0,0.7286
634,-59.53,1001,166.83,2,2,63,1,0.7283
635,-60.54,1001,166.83,3,3,68,0,0.7279
636,-59.65,1001,166.83,1,2,60,1,0.7275
637,-59.91,1001,166.83,2,2,65,1,0.7272
638,-60.52,1001,166.83,3,3,68,0,0.7268
639,-60.26,1001,166.83,2,3,68,0,0.7265
640,-123.17,388,64.67,0,3,20,0,0.7261
641,-59.73,1001,166.83,3,3,62,0,0.7257
642,-59.9,1001,166.83,2,3,62,0,0.7254
643,56.0,739,123.17,2,0,48,3,0.725
644,-60.03,1001,166.83,3,2,67,1,0.7246
645,73.69,441,73.5,2,0,28,3,0.7243
646,-59.81,1001,166.83,1,2,68,1,0.7239
647,-60.01,1001,166.83,2,3,63,0,0.7236
648,42.81,943,157.17,2,0,65,3,0.7232
649,-59.88,1001,166.83,2,2,61,1,0.7228
650,-60.76,1001,166.83,1,3,66,0,0.7225
651,63.41,614,102.33,2,0,40,3,0.7221
652,-59.89,1001,166.83,2,2,64,1,0.7217
653,-148.74,802,133.67,0,3,53,0,0.7214
654,-60.17,1001,166.83,3,2,63,1,0.721
655,-60.04,1001,166.83,3,2,65,1,0.7207
656,-59.37,1001,166.83,3,3,64,0,0.7203
657,-59.4,1001,166.83,3,2,63,1,0.7199
658,-59.87,1001,166.83,1,3,63,0,0.7196
659,-154.66,917,152.83,0,1,60,2,0.7192
660,-60.17,1001,166.83,2,2,61,1,0.7189
661,-59.03,1001,166.83,1,1,57,2,0.7185
662,-60.09,1001,166.83,3,1,62,2,0.7181
663,-60.19,1001,166.83,3,3,62,0,0.7178
664,-60.36,1001,166.83,3,3,58,0,0.7174
665,-59.66,1001,166.83,2,2,58,1,0.7171
666,-60.74,1001,166.83,3,2,66,1,0.7167
667,-59.91,1001,166.83,1,1,64,2,0.7164
668,-60.09,1001,166.83,2,3,64,0,0.716
669,-123.93,390,65.0,0,2,27,1,0.7156
670,-60.25,1001,166.83,3,1,63,2,0.7153
671,88.99,183,30.5,2,0,12,3,0.7149
672,-59.29,1001,166.83,2,1,59,2,0.7146
673,-160.08,990,165.0,0,3,69,0,0.7142
674,-59.82,1001,166.83,3,3,65,0,0.7138
675,-111.57,191,31.83,0,2,12,1,0.7135
676,-153.32,902,150.33,0,3,56,0,0.7131
677,-105.35,90,15.0,0,2,5,1,0.7128
678,81.0,319,53.17,2,0,20,3,0.7124
679,-59.85,1001,166.83,1,2,63,1,0.7121
680,-59.41,1001,166.83,3,2,60,1,0.7117
681,73.05,447,74.5,3,0,30,3,0.7114
682,-60.47,1001,166.83,3,2,59,1,0.711
683,-158.11,973,162.17,0,2,64,1,0.7106
684,-145.8,765,127.5,0,1,48,2,0.7103
685,50.78,813,135.5,1,0,54,3,0.7099
686,-60.32,1001,166.83,3,3,64,0,0.7096
687,-60.32,1001,166.83,2,3,60,0,0.7092
688,-60.97,1001,166.83,2,3,64,0,0.7089
689,72.85,455,75.83,3,0,30,3,0.7085
690,-131.03,524,87.33,0,2,31,1,0.7082
691,-141.34,701,116.83,0,2,41,1,0.7078
692,62.7,619,103.17,3,0,40,3,0.7075
693,-59.37,1001,166.83,3,2,58,1,0.7071
694,62.31,619,103.17,3,0,39,3,0.7067
695,-134.56,569,94.83,0,3,36,0,0.7064
696,-60.54,1001,166.83,3,2,67,1,0.706
697,61.65,635,105.83,2,0,37,3,0.7057
698,-118.97,322,53.67,0,3,22,0,0.7053
699,-60.2,1001,166.83,3,3,64,0,0.705
700,-59.36,1001,166.83,2,1,60,2,0.7046
701,-60.43,1001,166.83,2,1,62,2,0.7043
702,-59.87,1001,166.83,2,2,58,1,0.7039
703,-135.23,585,97.5,0,1,36,2,0.7036
704,-59.56,1001,166.83,2,2,63,1,0.7032
705,-60.43,1001,166.83,3,3,60,0,0.7029
706,52.94,794,132.33,2,0,47,3,0.7025
707,-59.48,1001,166.83,3,2,64,1,0.7022
708,-143.54,740,123.33,0,2,44,1,0.7018
709,-60.61,1001,166.83,2,1,66,2,0.7015
710,40.72,984,164.0,3,0,71,3,0.7011
711,-59.58,1001,166.83,1,3,59,0,0.7008
712,-143.61,723,120.5,0,1,42,2,0.7004
713,42.6,962,160.33,1,0,59,3,0.7001
714,-147.43,798,133.0,0,2,51,1,0.6997
715,-60.45,1001,166.83,3,3,63,0,0.6994
716,67.59,538,89.67,2,0,36,3,0.699
717,-59.98,1001,166.83,2,3,62,0,0.6987
718,-122.49,367,61.17,0,1,26,2,0.6983
719,-59.64,1001,166.83,2,3,66,0,0.698
720,-138.78,652,108.67,0,1,41,2,0.6976
721,-150.48,833,138.83,0,1,48,2,0.6973
722,-60.17,1001,166.83,2,3,64,0,0.6969
723,83.86,269,44.83,2,0,18,3,0.6966
724,-60.21,1001,166.83,3,2,59,1,0.6962
725,-121.82,371,61.83,0,2,21,1,0.6959
726,45.42,908,151.33,1,0,54,3,0.6955
727,-60.47,1001,166.83,3,2,66,1,0.6952
728,-60.55,1001,166.83,3,1,64,2,0.6948
729,-60.39,1001,166.83,1,1,57,2,0.6945
730,-129.15,485,80.83,0,1,30,2,0.6941
731,-59.49,1001,166.83,2,1,62,2,0.6938
732,-126.9,452,75.33,0,3,28,0,0.6934
733,-146.87,783,130.5,0,2,45,1,0.6931
734,-59.88,1001,166.83,2,3,58,0,0.6927
735,47.34,884,147.33,1,0,54,3,0.6924
736,-127.97,464,77.33,0,3,26,0,0.6921
737,-157.11,955,159.17,0,1,62,2,0.6917
738,-114.53,241,40.17,0,2,16,1,0.6914
739,-59.69,1001,166.83,3,3,64,0,0.691
740,-60.07,1001,166.83,1,2,56,1,0.6907
741,-59.68,1001,166.83,2,3,53,0,0.6903
742,-153.48,895,149.17,0,2,59,1,0.69
743,-59.71,1001,166.83,3,1,64,2,0.6896
744,-59.46,1001,166.83,2,3,63,0,0.6893
745,-60.07,1001,166.83,3,2,61,1,0.6889
746,-60.33,1001,166.83,1,1,63,2,0.6886
747,-59.94,1001,166.83,1,3,60,0,0.6883
748,-59.69,1001,166.83,2,3,63,0,0.6879
749,-141.94,700,116.67,0,1,42,2,0.6876
750,-154.29,912,152.0,0,2,55,1,0.6872
751,-60.4,1001,166.83,1,3,63,0,0.6869
752,-59.98,1001,166.83,3,3,61,0,0.6865
753,-60.05,1001,166.83,2,3,64,0,0.6862
754,-59.82,1001,166.83,1,3,57,0,0.6859
755,-59.42,1001,166.83,3,3,58,0,0.6855
756,-59.3,1001,166.83,2,1,53,2,0.6852
757,-59.87,1001,166.83,3,2,63,1,0.6848
758,-60.87,1001,166.83,1,3,60,0,0.6845
759,-59.88,1001,166.83,3,3,56,0,0.6841
760,-60.79,1001,166.83,3,3,66,0,0.6838
761,-126.94,453,75.5,0,1,29,2,0.6835
762,63.34,607,101.17,2,0,37,3,0.6831
763,-138.14,639,106.5,0,3,37,0,0.6828
764,-60.55,1001,166.83,1,1,59,2,0.6824
765,-59.56,1001,166.83,2,3,58,0,0.6821
766,-60.74,1001,166.83,2,1,64,2,0.6817
767,74.77,414,69.0,1,0,25,3,0.6814
768,-60.27,1001,166.83,3,3,64,0,0.6811
769,-59.99,1001,166.83,2,3,59,0,0.6807
770,-60.15,1001,166.83,3,3,60,0,0.6804
771,-60.06,1001,166.83,2,1,67,2,0.68
772,74.33,426,71.0,3,0,29,3,0.6797
773,-60.23,1001,166.83,3,3,63,0,0.6794
774,83.3,278,46.33,3,0,17,3,0.679
775,-60.57,1001,166.83,3,1,63,2,0.6787
776,-60.29,1001,166.83,2,3,63,0,0.6783
777,-60.87,1001,166.83,1,1,62,2,0.678
778,-60.52,1001,166.83,1,3,63,0,0.6777
779,73.47,433,72.17,1,0,29,3,0.6773
780,-59.87,1001,166.83,1,2,62,1,0.677
781,-60.39,1001,166.83,1,2,59,1,0.6767
782,-134.83,584,97.33,0,3,38,0,0.6763
783,-59.79,1001,166.83,3,2,62,1,0.676
784,70.37,491,81.83,2,0,33,3,0.6756
785,-60.38,1001,166.83,1,3,65,0,0.6753
786,-59.69,1001,166.83,1,1,65,2,0.675
787,58.61,697,116.17,2,0,46,3,0.6746
788,45.71,900,150.0,1,0,54,3,0.6743
789,-60.12,1001,166.83,2,2,59,1,0.674
790,-59.98,1001,166.83,3,3,58,0,0.6736
791,-59.72,1001,166.83,3,3,58,0,0.6733
792,55.63,738,123.0,2,0,43,3,0.6729
793,-139.35,660,110.0,0,2,42,1,0.6726
794,-144.15,721,120.17,0,1,43,2,0.6723
795,51.0,814,135.67,3,0,47,3,0.6719
796,-117.79,293,48.83,0,3,20,0,0.6716
797,-147.43,796,132.67,0,1,47,2,0.6713
798,-60.22,1001,166.83,2,1,63,2,0.6709
799,51.76,804,134.0,1,0,49,3,0.6706
800,-59.95,1001,166.83,2,2,56,1,0.6703
801,-60.36,1001,166.83,3,3,64,0,0.6699
802,74.14,428,71.33,3,0,26,3,0.6696
803,-126.71,441,73.5,0,3,24,0,0.6692
804,86.1,229,38.17,2,0,14,3,0.6689
805,-59.66,1001,166.83,1,3,62,0,0.6686
806,-141.83,691,115.17,0,2,46,1,0.6682
807,-59.46,1001,166.83,3,2,63,1,0.6679
808,-60.13,1001,166.83,3,2,60,1,0.6676
809,-139.61,659,109.83,0,3,38,0,0.6672
810,-60.17,1001,166.83,2,1,60,2,0.6669
811,-60.48,1001,166.83,2,2,61,1,0.6666
812,-60.8,1001,166.83,3,3,58,0,0.6662
813,51.92,793,132.17,2,0,51,3,0.6659
814,81.81,299,49.83,1,0,19,3,0.6656
815,-60.31,1001,166.83,2,2,60,1,0.6652
816,-60.72,1001,166.83,3,3,60,0,0.6649
817,-60.23,1001,166.83,1,3,59,0,0.6646
818,70.41,488,81.33,3,0,31,3,0.6642
819,-139.93,668,111.33,0,3,48,0,0.6639
820,-60.44,1001,166.83,1,2,60,1,0.6636
821,-140.23,665,110.83,0,2,42,1,0.6633
822,-60.32,1001,166.83,3,3,62,0,0.6629
823,-59.44,1001,166.83,3,2,53,1,0.6626
824,-60.21,1001,166.83,2,3,61,0,0.6623
825,-60.36,1001,166.83,3,2,60,1,0.6619
826,49.66,837,139.5,2,0,55,3,0.6616
827,-60.15,1001,166.83,1,1,61,2,0.6613
828,76.86,388,64.67,2,0,19,3,0.6609
829,-59.84,1001,166.83,3,3,62,0,0.6606
830,-116.75,282,47.0,0,3,16,0,0.6603
831,-149.23,816,136.0,0,2,51,1,0.6599
832,-60.2,1001,166.83,2,2,56,1,0.6596
833,-60.76,1001,166.83,3,3,62,0,0.6593
834,63.02,609,101.5,1,0,36,3,0.659
835,-60.95,1001,166.83,3,2,66,1,0.6586
836,-60.26,1001,166.83,3,3,61,0,0.6583
837,64.36,595,99.17,3,0,34,3,0.658
838,-60.61,1001,166.83,1,1,61,2,0.6576
839,-60.76,1001,166.83,1,1,67,2,0.6573
840,-133.4,540,90.0,0,1,33,2,0.657
841,-60.54,1001,166.83,1,1,62,2,0.6566
842,-60.55,1001,166.83,2,2,62,1,0.6563
843,-60.38,1001,166.83,1,2,60,1,0.656
844,-60.13,1001,166.83,1,2,58,1,0.6557
845,-60.67,1001,166.83,2,3,61,0,0.6553
846,-59.76,1001,166.83,1,3,60,0,0.655
847,-146.17,772,128.67,0,1,48,2,0.6547
848,-59.98,1001,166.83,1,2,64,1,0.6544
849,-59.69,1001,166.83,3,3,62,0,0.654
850,-59.53,1001,166.83,3,2,57,1,0.6537
851,-60.97,1001,166.83,2,3,60,0,0.6534
852,-59.81,1001,166.83,3,3,61,0,0.653
853,68.45,518,86.33,3,0,32,3,0.6527
854,-60.88,1001,166.83,3,3,61,0,0.6524
855,-60.19,1001,166.83,2,3,59,0,0.6521
856,74.96,413,68.83,3,0,23,3,0.6517
857,-59.41,1001,166.83,3,3,55,0,0.6514
858,-59.71,1001,166.83,1,1,59,2,0.6511
859,-145.89,758,126.33,0,3,47,0,0.6508
860,-60.51,1001,166.83,1,2,62,1,0.6504
861,77.52,375,62.5,3,0,23,3,0.6501
862,-60.53,1001,166.83,3,2,59,1,0.6498
863,-146.96,776,129.33,0,1,46,2,0.6495
864,-60.88,1001,166.83,3,1,62,2,0.6491
865,-60.17,1001,166.83,3,2,61,1,0.6488
866,-59.6,1001,166.83,2,2,62,1,0.6485
867,-148.2,808,134.67,0,3,43,0,0.6482
868,-59.96,1001,166.83,2,3,59,0,0.6478
869,-159.26,982,163.67,0,2,63,1,0.6475
870,-59.88,1001,166.83,1,2,60,1,0.6472
871,-60.32,1001,166.83,2,1,64,2,0.6469
872,62.51,619,103.17,2,0,37,3,0.6465
873,-60.09,1001,166.83,3,2,56,1,0.6462
874,-59.54,1001,166.83,3,3,56,0,0.6459
875,-60.45,1001,166.83,2,3,59,0,0.6456
876,69.0,519,86.5,2,0,34,3,0.6453
877,-27.82,464,77.33,0,0,27,3,0.6449
878,-60.36,1001,166.83,2,3,62,0,0.6446
879,-60.86,1001,166.83,2,3,65,0,0.6443
880,78.39,357,59.5,2,0,20,3,0.644
881,-125.3,414,69.0,0,1,27,2,0.6436
882,-59.46,1001,166.83,2,2,56,1,0.6433
883,68.77,519,86.5,2,0,32,3,0.643
884,-60.15,1001,166.83,1,3,61,0,0.6427
885,-59.74,1001,166.83,2,3,56,0,0.6424
886,-59.32,1001,166.83,2,3,52,0,0.642
887,-145.99,770,128.33,0,3,47,0,0.6417
888,-59.45,1001,166.83,1,1,57,2,0.6414
889,46.08,907,151.17,2,0,51,3,0.6411
890,-60.36,1001,166.83,3,3,61,0,0.6408
891,-60.13,1001,166.83,3,3,59,0,0.6404
892,-59.31,1001,166.83,2,3,54,0,0.6401
893,-59.92,1001,166.83,2,3,56,0,0.6398
894,-60.46,1001,166.83,3,3,58,0,0.6395
895,45.26,915,152.5,1,0,47,3,0.6392
896,-138.29,639,106.5,0,1,38,2,0.6388
897,-60.25,1001,166.83,3,3,60,0,0.6385
898,43.36,946,157.67,2,0,56,3,0.6382
899,80.84,319,53.17,2,0,20,3,0.6379
900,-59.82,1001,166.83,2,3,61,0,0.6376
901,-60.14,1001,166.83,3,2,58,1,0.6372
902,-157.08,945,157.5,0,2,53,1,0.6369
903,-59.9,1001,166.83,3,3,64,0,0.6366
904,-60.49,1001,166.83,3,3,54,0,0.6363
905,-59.7,1001,166.83,2,1,57,2,0.636
906,-59.73,1001,166.83,2,2,51,1,0.6356
907,-60.76,1001,166.83,1,1,61,2,0.6353
908,-60.73,1001,166.83,2,2,62,1,0.635
909,-60.73,1001,166.83,3,3,60,0,0.6347
910,-60.14,1001,166.83,2,1,58,2,0.6344
911,-60.02,1001,166.83,3,2,52,1,0.6341
912,-59.96,1001,166.83,3,2,64,1,0.6337
913,-60.22,1001,166.83,3,2,61,1,0.6334
914,-60.22,1001,166.83,3,3,65,0,0.6331
915,-60.31,1001,166.83,3,3,59,0,0.6328
916,-59.91,1001,166.83,1,2,62,1,0.6325
917,-60.34,1001,166.83,2,3,59,0,0.6322
918,-122.13,370,61.67,0,3,21,0,0.6318
919,59.1,679,113.17,2,0,40,3,0.6315
920,-60.95,1001,166.83,3,3,64,0,0.6312
921,45.09,913,152.17,1,0,57,3,0.6309
922,-59.4,1001,166.83,3,2,57,1,0.6306
923,-59.97,1001,166.83,1,2,59,1,0.6303
924,77.09,385,64.17,2,0,22,3,0.6299
925,-59.97,1001,166.83,3,3,62,0,0.6296
926,-59.68,1001,166.83,3,1,55,2,0.6293
927,-59.79,1001,166.83,2,3,61,0,0.629
928,-59.53,1001,166.83,3,2,64,1,0.6287
929,-59.96,1001,166.83,1,3,63,0,0.6284
930,-60.16,1001,166.83,2,1,57,2,0.6281
931,-60.15,1001,166.83,3,2,61,1,0.6277
932,-60.21,1001,166.83,2,2,59,1,0.6274
933,-121.78,373,62.17,0,3,20,0,0.6271
934,-60.23,1001,166.83,3,3,55,0,0.6268
935,41.82,968,161.33,2,0,57,3,0.6265
936,-59.82,1001,166.83,1,2,58,1,0.6262
937,-60.4,1001,166.83,2,1,57,2,0.6259
938,-60.63,1001,166.83,2,2,60,1,0.6256
939,78.93,351,58.5,3,0,20,3,0.6252
940,-60.38,1001,166.83,2,3,60,0,0.6249
941,-60.94,1001,166.83,3,3,62,0,0.6246
942,-59.32,1001,166.83,3,2,59,1,0.6243
943,47.52,881,146.83,1,0,48,3,0.624
944,-61.04,1001,166.83,3,3,65,0,0.6237
945,-60.09,1001,166.83,1,2,64,1,0.6234
946,48.07,864,144.0,2,0,46,3,0.6231
947,82.8,285,47.5,3,0,19,3,0.6227
948,-59.97,1001,166.83,3,3,65,0,0.6224
949,-60.19,1001,166.83,3,2,60,1,0.6221
950,-60.95,1001,166.83,3,3,56,0,0.6218
951,43.5,932,155.33,2,0,59,3,0.6215
952,-140.14,656,109.33,0,1,42,2,0.6212
953,-60.83,1001,166.83,2,2,64,1,0.6209
954,-60.04,1001,166.83,3,3,58,0,0.6206
955,-59.8,1001,166.83,1,2,61,1,0.6203
956,-59.46,1001,166.83,3,3,57,0,0.6199
957,-60.57,1001,166.83,3,3,62,0,0.6196
958,-60.0,1001,166.83,2,2,58,1,0.6193
959,-59.39,1001,166.83,3,3,60,0,0.619
960,-60.31,1001,166.83,3,3,64,0,0.6187
961,-60.27,1001,166.83,3,1,58,2,0.6184
962,-60.98,1001,166.83,2,2,58,1,0.6181
963,-59.8,1001,166.83,1,2,60,1,0.6178
964,-114.69,246,41.0,0,1,13,2,0.6175
965,-60.13,1001,166.83,3,1,57,2,0.6172
966,-60.69,1001,166.83,3,3,60,0,0.6169
967,-60.5,1001,166.83,2,3,55,0,0.6165
968,-60.15,1001,166.83,2,1,56,2,0.6162
969,42.46,956,159.33,1,0,50,3,0.6159
970,-60.46,1001,166.83,3,1,56,2,0.6156
971,73.31,446,74.33,3,0,27,3,0.6153
972,-59.58,1001,166.83,3,3,57,0,0.615
973,-60.27,1001,166.83,2,2,60,1,0.6147
974,-59.96,1001,166.83,3,3,55,0,0.6144
975,-60.42,1001,166.83,2,3,59,0,0.6141
976,-59.45,1001,166.83,3,2,65,1,0.6138
977,-59.95,1001,166.83,2,2,58,1,0.6135
978,-59.68,1001,166.83,3,3,58,0,0.6132
979,44.57,928,154.67,1,0,51,3,0.6129
980,-60.38,1001,166.83,3,3,55,0,0.6126
981,-135.55,585,97.5,0,1,34,2,0.6122
982,-60.17,1001,166.83,1,3,58,0,0.6119
983,57.77,700,116.67,1,0,42,3,0.6116
984,-61.01,1001,166.83,1,2,63,1,0.6113
985,-60.49,1001,166.83,1,2,59,1,0.611
986,-60.79,1001,166.83,2,3,60,0,0.6107
987,78.87,348,58.0,3,0,24,3,0.6104
988,-60.35,1001,166.83,3,1,57,2,0.6101
989,70.01,489,81.5,1,0,31,3,0.6098
990,-60.76,1001,166.83,1,2,62,1,0.6095
991,-60.4,1001,166.83,2,2,63,1,0.6092
992,-60.39,1001,166.83,2,3,60,0,0.6089
993,-59.81,1001,166.83,3,1,61,2,0.6086
994,-59.81,1001,166.83,3,3,56,0,0.6083
995,-59.92,1001,166.83,2,3,58,0,0.608
996,-59.48,1001,166.83,3,1,61,2,0.6077
997,-60.17,1001,166.83,2,1,55,2,0.6074
998,-60.11,1001,166.83,2,3,59,0,0.6071
999,-129.52,494,82.33,0,3,28,0,0.6068
1000,-157.59,953,158.83,0,3,59,0,0.6065
